"genotype","mean_BLUP","b","s2d","r2","p_slope","reliable","trait","b_class"
"L078",3.87168140699709,2.07136790773744,0.16747209063363,0.689629186727955,0.169560847064666,TRUE,"lodging","Responsive / high-input adapted"
"L079",3.84552072783762,1.37421307573766,0.259265582255674,0.387150506407087,0.377785803434953,TRUE,"lodging","Responsive / high-input adapted"
"L080",3.71421979457737,1.11010634358742,0.425787075630412,0.200648974751953,0.552061416316977,TRUE,"lodging","Average stability"
"L081",4.06415307315114,1.73800741168398,0.0403291115242959,0.866595861618191,0.0690886929367594,TRUE,"lodging","Responsive / high-input adapted"
"L082",4.08189911130069,0.494427673602956,0.288907849585479,0.0683680639559387,0.738527125774128,TRUE,"lodging","Stable / low-input adapted"
"L083",2.91804886501183,0.339599355768827,0.42093102498609,0.0232106033371235,0.84764973469953,TRUE,"lodging","Stable / low-input adapted"
"L084",2.39811156101864,2.24584731934932,0.414239688905952,0.513623017383249,0.283325026679982,TRUE,"lodging","Responsive / high-input adapted"
"L085",3.06160870345733,0.459606211645111,0.180056892744146,0.0923512072181165,0.696106585760539,TRUE,"lodging","Stable / low-input adapted"
"L086",3.96631656950424,0.675464919268899,0.170173270870208,0.188660008066454,0.565649901500581,TRUE,"lodging","Stable / low-input adapted"
"L087",3.0445192055849,1.18588640071483,0.00535710969073281,0.957926018072121,0.0212630496031526,TRUE,"lodging","Average stability"
"L088",3.13345727211151,-0.13723402848363,0.116479126056832,0.0138289901415401,0.882403273253292,TRUE,"lodging","Stable / low-input adapted"
"L089",2.94326084873921,0.431732096939701,0.00181616289497376,0.898999638850436,0.0518440851577016,TRUE,"lodging","Stable / low-input adapted"
"L090",3.56872291638966,1.39630050475476,0.144756440871539,0.538768140643024,0.265991729853795,TRUE,"lodging","Responsive / high-input adapted"
"L091",2.75800832021382,0.957211946464262,0.000773445305560573,0.99036073134128,0.00483130508376621,TRUE,"lodging","Average stability"
"L092",3.56033454442582,1.10497112310702,0.0297691795681265,0.780562842984989,0.116505323737042,TRUE,"lodging","Average stability"
"L093",1.99140911110716,1.62608397167496,0.266432513790592,0.462573361625628,0.319872540162046,TRUE,"lodging","Responsive / high-input adapted"
"L094",2.59924593684178,1.52986394243378,0.223340462090157,0.476129370681966,0.309978717225355,TRUE,"lodging","Responsive / high-input adapted"
"L095",3.10187010683997,1.56316562278213,0.0361263929088498,0.854356523957143,0.0756859170405641,TRUE,"lodging","Responsive / high-input adapted"
"L096",3.55495164873425,2.11098922134242,0.137749997083984,0.737237105400613,0.141374874930501,TRUE,"lodging","Responsive / high-input adapted"
"L097",2.16897203282958,2.03201725102731,0.0140415420804212,0.962269377090478,0.0190466998422004,TRUE,"lodging","Responsive / high-input adapted"
"L098",3.12989294975324,2.10333299108068,0.053691347774984,0.877243206141128,0.0633873766913412,TRUE,"lodging","Responsive / high-input adapted"
"L099",3.56342893262681,1.67629478018939,0.205108818986425,0.542997449559475,0.263116393478946,TRUE,"lodging","Responsive / high-input adapted"
"L100",3.48363825331415,2.26507046207291,0.246687644779943,0.643336090162425,0.19791765375217,TRUE,"lodging","Responsive / high-input adapted"
