"genotype","BLUP","env","trait","model"
"L087",2.76937459960209,"Clavet.2025","lodging","GIBD"
"L088",3.04238538530668,"Clavet.2025","lodging","GIBD"
"L089",2.8778104789265,"Clavet.2025","lodging","GIBD"
"L090",3.04329984752738,"Clavet.2025","lodging","GIBD"
"L091",2.53699984366804,"Clavet.2025","lodging","GIBD"
"L092",3.14779714845424,"Clavet.2025","lodging","GIBD"
"L093",1.83445252529129,"Clavet.2025","lodging","GIBD"
"L094",2.50028687197022,"Clavet.2025","lodging","GIBD"
"L095",2.84877093527018,"Clavet.2025","lodging","GIBD"
"L096",3.00137307897846,"Clavet.2025","lodging","GIBD"
"L097",1.80106521061358,"Clavet.2025","lodging","GIBD"
"L098",2.52650679740885,"Clavet.2025","lodging","GIBD"
"L099",2.93979161218091,"Clavet.2025","lodging","GIBD"
"L100",2.673544123622,"Clavet.2025","lodging","GIBD"
"CL1",2.46581377047546,"Hunter.2025","lodging","GIBD"
"CL2",2.95158413965706,"Hunter.2025","lodging","GIBD"
"CL3",2.14861764606177,"Hunter.2025","lodging","GIBD"
"Extra",2.34856527630317,"Hunter.2025","lodging","GIBD"
"L001",2.34286897443736,"Hunter.2025","lodging","GIBD"
"L002",3.41152398561692,"Hunter.2025","lodging","GIBD"
"L003",1.79081300468499,"Hunter.2025","lodging","GIBD"
"L004",2.07912702599896,"Hunter.2025","lodging","GIBD"
"L005",2.24505827776795,"Hunter.2025","lodging","GIBD"
"L006",1.99352325396421,"Hunter.2025","lodging","GIBD"
"L007",1.7745347890368,"Hunter.2025","lodging","GIBD"
"L008",3.06079856161572,"Hunter.2025","lodging","GIBD"
"L009",2.08375929482354,"Hunter.2025","lodging","GIBD"
"L010",2.58161479043571,"Hunter.2025","lodging","GIBD"
"L011",2.30566479917352,"Hunter.2025","lodging","GIBD"
"L012",2.78249710940535,"Hunter.2025","lodging","GIBD"
"L013",2.33085963935292,"Hunter.2025","lodging","GIBD"
"L014",2.33470678359083,"Hunter.2025","lodging","GIBD"
"L015",2.56700885192553,"Hunter.2025","lodging","GIBD"
"L016",2.85514954091307,"Hunter.2025","lodging","GIBD"
"L017",2.40280098392107,"Hunter.2025","lodging","GIBD"
"L018",2.5876762298764,"Hunter.2025","lodging","GIBD"
"L019",3.04021105633418,"Hunter.2025","lodging","GIBD"
"L020",2.7959803871329,"Hunter.2025","lodging","GIBD"
"L021",2.55472581287093,"Hunter.2025","lodging","GIBD"
"L022",3.4715020220071,"Hunter.2025","lodging","GIBD"
"L023",3.7111038724653,"Hunter.2025","lodging","GIBD"
"L024",3.29564451942879,"Hunter.2025","lodging","GIBD"
"L025",4.02770523049447,"Hunter.2025","lodging","GIBD"
"L026",2.5224132274882,"Hunter.2025","lodging","GIBD"
"L027",2.89037552554008,"Hunter.2025","lodging","GIBD"
"L028",3.68597916669798,"Hunter.2025","lodging","GIBD"
"L029",2.81928338548544,"Hunter.2025","lodging","GIBD"
"L030",3.06180911405867,"Hunter.2025","lodging","GIBD"
"L031",2.56099436716669,"Hunter.2025","lodging","GIBD"
"L032",3.61186445366887,"Hunter.2025","lodging","GIBD"
"L033",3.60172426659837,"Hunter.2025","lodging","GIBD"
"L034",3.49692928140565,"Hunter.2025","lodging","GIBD"
"L035",2.01503771123667,"Hunter.2025","lodging","GIBD"
"L036",3.76559896509228,"Hunter.2025","lodging","GIBD"
"L037",3.36462665039194,"Hunter.2025","lodging","GIBD"
"L038",3.95788291452498,"Hunter.2025","lodging","GIBD"
"L039",2.72229538931295,"Hunter.2025","lodging","GIBD"
"L040",2.54190236401148,"Hunter.2025","lodging","GIBD"
"L041",2.01925758177086,"Hunter.2025","lodging","GIBD"
"L042",2.93195110329488,"Hunter.2025","lodging","GIBD"
"L043",2.79706185222959,"Hunter.2025","lodging","GIBD"
"L044",3.00862632395226,"Hunter.2025","lodging","GIBD"
"L045",3.04633675639877,"Hunter.2025","lodging","GIBD"
"L046",2.72062781965171,"Hunter.2025","lodging","GIBD"
"L047",3.67060563842389,"Hunter.2025","lodging","GIBD"
"L048",2.89406904957864,"Hunter.2025","lodging","GIBD"
"L049",2.28751585694052,"Hunter.2025","lodging","GIBD"
"L050",2.37504652955271,"Hunter.2025","lodging","GIBD"
"L051",2.86309779422775,"Hunter.2025","lodging","GIBD"
"L052",3.09699924944678,"Hunter.2025","lodging","GIBD"
"L053",3.35929174074648,"Hunter.2025","lodging","GIBD"
"L054",2.49449876565018,"Hunter.2025","lodging","GIBD"
"L055",3.51938824206291,"Hunter.2025","lodging","GIBD"
"L056",3.92674133517797,"Hunter.2025","lodging","GIBD"
"L057",2.80425911089207,"Hunter.2025","lodging","GIBD"
"L058",4.14603740785823,"Hunter.2025","lodging","GIBD"
"L059",3.65936147944857,"Hunter.2025","lodging","GIBD"
"L060",2.52268571727382,"Hunter.2025","lodging","GIBD"
"L061",2.38238806809254,"Hunter.2025","lodging","GIBD"
"L062",2.74147652255723,"Hunter.2025","lodging","GIBD"
"L063",2.54042623639083,"Hunter.2025","lodging","GIBD"
"L064",3.26262490486898,"Hunter.2025","lodging","GIBD"
"L065",2.53152615289585,"Hunter.2025","lodging","GIBD"
"L066",2.88236738836196,"Hunter.2025","lodging","GIBD"
"L067",3.34115240662566,"Hunter.2025","lodging","GIBD"
"L068",1.9924296429605,"Hunter.2025","lodging","GIBD"
"L069",2.24947805656047,"Hunter.2025","lodging","GIBD"
"L070",2.2491482627439,"Hunter.2025","lodging","GIBD"
"L071",3.79850810413391,"Hunter.2025","lodging","GIBD"
"L072",3.34473347227585,"Hunter.2025","lodging","GIBD"
"L073",3.52585216757889,"Hunter.2025","lodging","GIBD"
"L074",3.94206720042191,"Hunter.2025","lodging","GIBD"
"L075",3.69465294029839,"Hunter.2025","lodging","GIBD"
"L076",3.16705594232315,"Hunter.2025","lodging","GIBD"
"L077",2.14128723287907,"Hunter.2025","lodging","GIBD"
"L078",3.53792121543972,"Hunter.2025","lodging","GIBD"
"L079",3.326191497392,"Hunter.2025","lodging","GIBD"
"L080",2.96561855328263,"Hunter.2025","lodging","GIBD"
"L081",3.99333416553823,"Hunter.2025","lodging","GIBD"
"L082",3.64918529891505,"Hunter.2025","lodging","GIBD"
"L083",3.4327529662543,"Hunter.2025","lodging","GIBD"
"L084",2.00321280595238,"Hunter.2025","lodging","GIBD"
"L085",2.51815892771708,"Hunter.2025","lodging","GIBD"
"L086",3.4453323412584,"Hunter.2025","lodging","GIBD"
"L087",2.92968375036232,"Hunter.2025","lodging","GIBD"
"L088",3.06650739661391,"Hunter.2025","lodging","GIBD"
"L089",2.86449154396676,"Hunter.2025","lodging","GIBD"
"L090",3.36970454655175,"Hunter.2025","lodging","GIBD"
"L091",2.60741985687439,"Hunter.2025","lodging","GIBD"
"L092",3.53425462221628,"Hunter.2025","lodging","GIBD"
"L093",1.85381500453505,"Hunter.2025","lodging","GIBD"
"L094",2.39192056223119,"Hunter.2025","lodging","GIBD"
"L095",2.68072846031986,"Hunter.2025","lodging","GIBD"
"L096",3.08946215848993,"Hunter.2025","lodging","GIBD"
"L097",1.82102850900924,"Hunter.2025","lodging","GIBD"
"L098",2.82686875559331,"Hunter.2025","lodging","GIBD"
"L099",3.31718566585319,"Hunter.2025","lodging","GIBD"
"L100",3.19554203773575,"Hunter.2025","lodging","GIBD"
"CL1",734.190824823268,"Clavet.2024","YLD","GIBD"
"CL2",411.097364939801,"Clavet.2024","YLD","GIBD"
"CL3",665.623056550172,"Clavet.2024","YLD","GIBD"
"Extra",691.373042398359,"Clavet.2024","YLD","GIBD"
"L001",580.734849840903,"Clavet.2024","YLD","GIBD"
"L002",747.001715976918,"Clavet.2024","YLD","GIBD"
"L003",805.529952320751,"Clavet.2024","YLD","GIBD"
"L004",795.934202753754,"Clavet.2024","YLD","GIBD"
"L005",596.993369309207,"Clavet.2024","YLD","GIBD"
"L006",777.166180624725,"Clavet.2024","YLD","GIBD"
"L007",713.587583712972,"Clavet.2024","YLD","GIBD"
"L008",645.373018224249,"Clavet.2024","YLD","GIBD"
"L009",600.854184825124,"Clavet.2024","YLD","GIBD"
"L010",466.009589277061,"Clavet.2024","YLD","GIBD"
"L011",697.797255645209,"Clavet.2024","YLD","GIBD"
"L012",550.599103400618,"Clavet.2024","YLD","GIBD"
"L013",825.742052483591,"Clavet.2024","YLD","GIBD"
"L014",754.287256671892,"Clavet.2024","YLD","GIBD"
"L015",636.769132839024,"Clavet.2024","YLD","GIBD"
"L016",573.321156359503,"Clavet.2024","YLD","GIBD"
"L017",705.20145508499,"Clavet.2024","YLD","GIBD"
"L018",714.964631357586,"Clavet.2024","YLD","GIBD"
"L019",453.076558885596,"Clavet.2024","YLD","GIBD"
"L020",549.063168729789,"Clavet.2024","YLD","GIBD"
"L021",677.894198185364,"Clavet.2024","YLD","GIBD"
"L022",493.298284862701,"Clavet.2024","YLD","GIBD"
"L023",532.175935577855,"Clavet.2024","YLD","GIBD"
"L024",517.05034497617,"Clavet.2024","YLD","GIBD"
"L025",644.437998622046,"Clavet.2024","YLD","GIBD"
"L026",612.37823758359,"Clavet.2024","YLD","GIBD"
"L027",660.081735062825,"Clavet.2024","YLD","GIBD"
"L028",574.320495256597,"Clavet.2024","YLD","GIBD"
"L029",703.961197196545,"Clavet.2024","YLD","GIBD"
"L030",535.702560723064,"Clavet.2024","YLD","GIBD"
"L031",696.444640159865,"Clavet.2024","YLD","GIBD"
"L032",676.557413367029,"Clavet.2024","YLD","GIBD"
"L033",471.578547380097,"Clavet.2024","YLD","GIBD"
"L034",443.792054122222,"Clavet.2024","YLD","GIBD"
"L035",766.328154019302,"Clavet.2024","YLD","GIBD"
"L036",496.86837803074,"Clavet.2024","YLD","GIBD"
"L037",574.407103073239,"Clavet.2024","YLD","GIBD"
"L038",443.444504901456,"Clavet.2024","YLD","GIBD"
"L039",719.336326203523,"Clavet.2024","YLD","GIBD"
"L040",612.628150534997,"Clavet.2024","YLD","GIBD"
"L041",599.834561146848,"Clavet.2024","YLD","GIBD"
"L042",612.519003047846,"Clavet.2024","YLD","GIBD"
"L043",760.173967937669,"Clavet.2024","YLD","GIBD"
"L044",500.215435327184,"Clavet.2024","YLD","GIBD"
"L045",591.063092778155,"Clavet.2024","YLD","GIBD"
"L046",796.54170038306,"Clavet.2024","YLD","GIBD"
"L047",650.557924764027,"Clavet.2024","YLD","GIBD"
"L048",799.702614817175,"Clavet.2024","YLD","GIBD"
"L049",660.796655435428,"Clavet.2024","YLD","GIBD"
"L050",746.037617012144,"Clavet.2024","YLD","GIBD"
"L051",577.443734123649,"Clavet.2024","YLD","GIBD"
"L052",770.790951109981,"Clavet.2024","YLD","GIBD"
"L053",550.074171582311,"Clavet.2024","YLD","GIBD"
"L054",643.689538247953,"Clavet.2024","YLD","GIBD"
"L055",491.511979553395,"Clavet.2024","YLD","GIBD"
"L056",479.747253137526,"Clavet.2024","YLD","GIBD"
"L057",492.47059629675,"Clavet.2024","YLD","GIBD"
"L058",243.012836655837,"Clavet.2024","YLD","GIBD"
"L059",437.907733304909,"Clavet.2024","YLD","GIBD"
"L060",468.484053838313,"Clavet.2024","YLD","GIBD"
"L061",565.345653398908,"Clavet.2024","YLD","GIBD"
"L062",561.141676909321,"Clavet.2024","YLD","GIBD"
"L063",498.940236040935,"Clavet.2024","YLD","GIBD"
"L064",536.858294413589,"Clavet.2024","YLD","GIBD"
"L065",715.90480508302,"Clavet.2024","YLD","GIBD"
"L066",436.903560301441,"Clavet.2024","YLD","GIBD"
"L067",436.372940300107,"Clavet.2024","YLD","GIBD"
"L068",644.925671726312,"Clavet.2024","YLD","GIBD"
"L069",584.311578223608,"Clavet.2024","YLD","GIBD"
"L070",508.801229145365,"Clavet.2024","YLD","GIBD"
"L071",316.994812540934,"Clavet.2024","YLD","GIBD"
"L072",427.540951141382,"Clavet.2024","YLD","GIBD"
"L073",397.112483637534,"Clavet.2024","YLD","GIBD"
"L074",403.678250687519,"Clavet.2024","YLD","GIBD"
"L075",346.20275479306,"Clavet.2024","YLD","GIBD"
"L076",498.085349043697,"Clavet.2024","YLD","GIBD"
"L077",740.191205166018,"Clavet.2024","YLD","GIBD"
"L078",358.778985271978,"Clavet.2024","YLD","GIBD"
"L079",520.43720798272,"Clavet.2024","YLD","GIBD"
"L080",473.077028253029,"Clavet.2024","YLD","GIBD"
"L081",423.382001712589,"Clavet.2024","YLD","GIBD"
"L082",525.36578413847,"Clavet.2024","YLD","GIBD"
"L083",615.796088637971,"Clavet.2024","YLD","GIBD"
"L084",609.521986154672,"Clavet.2024","YLD","GIBD"
"L085",658.274378102248,"Clavet.2024","YLD","GIBD"
"L086",456.2254950333,"Clavet.2024","YLD","GIBD"
"L087",770.653463604728,"Clavet.2024","YLD","GIBD"
"L088",450.551222459698,"Clavet.2024","YLD","GIBD"
"L089",513.454700339916,"Clavet.2024","YLD","GIBD"
"L090",546.385585322547,"Clavet.2024","YLD","GIBD"
"L091",678.298929059152,"Clavet.2024","YLD","GIBD"
"L092",544.347969469906,"Clavet.2024","YLD","GIBD"
"L093",711.101038637156,"Clavet.2024","YLD","GIBD"
"L094",704.887841871071,"Clavet.2024","YLD","GIBD"
"L095",536.40946820565,"Clavet.2024","YLD","GIBD"
"L096",485.902302370995,"Clavet.2024","YLD","GIBD"
"L097",665.209363637561,"Clavet.2024","YLD","GIBD"
"L098",760.873946873431,"Clavet.2024","YLD","GIBD"
"L099",419.663959159802,"Clavet.2024","YLD","GIBD"
"L100",482.132594487583,"Clavet.2024","YLD","GIBD"
"CL1",661.062814305568,"Hunter.2024","YLD","GIBD"
"CL2",327.845964388176,"Hunter.2024","YLD","GIBD"
"CL3",614.225398179422,"Hunter.2024","YLD","GIBD"
"Extra",642.453095461625,"Hunter.2024","YLD","GIBD"
"L001",530.66661392264,"Hunter.2024","YLD","GIBD"
"L002",635.398192513751,"Hunter.2024","YLD","GIBD"
"L003",832.100096287065,"Hunter.2024","YLD","GIBD"
"L004",715.162167007053,"Hunter.2024","YLD","GIBD"
"L005",621.457326822577,"Hunter.2024","YLD","GIBD"
"L006",799.282701462914,"Hunter.2024","YLD","GIBD"
"L007",677.857782301416,"Hunter.2024","YLD","GIBD"
"L008",629.936729077276,"Hunter.2024","YLD","GIBD"
"L009",555.680440714852,"Hunter.2024","YLD","GIBD"
"L010",402.850839779376,"Hunter.2024","YLD","GIBD"
"L011",606.452047761845,"Hunter.2024","YLD","GIBD"
"L012",604.835484097718,"Hunter.2024","YLD","GIBD"
"L013",786.060515869435,"Hunter.2024","YLD","GIBD"
"L014",644.538264812971,"Hunter.2024","YLD","GIBD"
"L015",611.06853160598,"Hunter.2024","YLD","GIBD"
"L016",569.278319392093,"Hunter.2024","YLD","GIBD"
"L017",676.141709586968,"Hunter.2024","YLD","GIBD"
"L018",607.750375641828,"Hunter.2024","YLD","GIBD"
"L019",401.282323739345,"Hunter.2024","YLD","GIBD"
"L020",536.872642301456,"Hunter.2024","YLD","GIBD"
"L021",612.100960050543,"Hunter.2024","YLD","GIBD"
"L022",549.244449921938,"Hunter.2024","YLD","GIBD"
"L023",507.303796006488,"Hunter.2024","YLD","GIBD"
"L024",422.628260950624,"Hunter.2024","YLD","GIBD"
"L025",534.996181382705,"Hunter.2024","YLD","GIBD"
"L026",572.06222462206,"Hunter.2024","YLD","GIBD"
"L027",562.209470045802,"Hunter.2024","YLD","GIBD"
"L028",523.368845894889,"Hunter.2024","YLD","GIBD"
"L029",614.34414777683,"Hunter.2024","YLD","GIBD"
"L030",536.425544264605,"Hunter.2024","YLD","GIBD"
"L031",653.352946624755,"Hunter.2024","YLD","GIBD"
"L032",487.467661794669,"Hunter.2024","YLD","GIBD"
"L033",400.336742927588,"Hunter.2024","YLD","GIBD"
"L034",332.147801500383,"Hunter.2024","YLD","GIBD"
"L035",622.017650391518,"Hunter.2024","YLD","GIBD"
"L036",636.79278406282,"Hunter.2024","YLD","GIBD"
"L037",676.308062735243,"Hunter.2024","YLD","GIBD"
"L038",350.386760510535,"Hunter.2024","YLD","GIBD"
"L039",679.466076299427,"Hunter.2024","YLD","GIBD"
"L040",667.320552209251,"Hunter.2024","YLD","GIBD"
"L041",557.52709627858,"Hunter.2024","YLD","GIBD"
"L042",567.039156664611,"Hunter.2024","YLD","GIBD"
"L043",644.375044782587,"Hunter.2024","YLD","GIBD"
"L044",476.492297645342,"Hunter.2024","YLD","GIBD"
"L045",686.895632333864,"Hunter.2024","YLD","GIBD"
"L046",633.47774324482,"Hunter.2024","YLD","GIBD"
"L047",582.780999779388,"Hunter.2024","YLD","GIBD"
"L048",639.488919487969,"Hunter.2024","YLD","GIBD"
"L049",577.118234919603,"Hunter.2024","YLD","GIBD"
"L050",721.284421538388,"Hunter.2024","YLD","GIBD"
"L051",504.076644406604,"Hunter.2024","YLD","GIBD"
"L052",747.381959186332,"Hunter.2024","YLD","GIBD"
"L053",443.796695011187,"Hunter.2024","YLD","GIBD"
"L054",445.816798037663,"Hunter.2024","YLD","GIBD"
"L055",485.048965700638,"Hunter.2024","YLD","GIBD"
"L056",391.264740577353,"Hunter.2024","YLD","GIBD"
"L057",498.417574827656,"Hunter.2024","YLD","GIBD"
"L058",262.304422507522,"Hunter.2024","YLD","GIBD"
"L059",443.916062109314,"Hunter.2024","YLD","GIBD"
"L060",535.067619625225,"Hunter.2024","YLD","GIBD"
"L061",650.095646116077,"Hunter.2024","YLD","GIBD"
"L062",581.231790086168,"Hunter.2024","YLD","GIBD"
"L063",598.097824606283,"Hunter.2024","YLD","GIBD"
"L064",505.396144782272,"Hunter.2024","YLD","GIBD"
"L065",629.684490029116,"Hunter.2024","YLD","GIBD"
"L066",498.399991432235,"Hunter.2024","YLD","GIBD"
"L067",404.125509478513,"Hunter.2024","YLD","GIBD"
"L068",619.920532468369,"Hunter.2024","YLD","GIBD"
"L069",567.665396722174,"Hunter.2024","YLD","GIBD"
"L070",461.326398711932,"Hunter.2024","YLD","GIBD"
"L071",351.833965073828,"Hunter.2024","YLD","GIBD"
"L072",395.770170677134,"Hunter.2024","YLD","GIBD"
"L073",343.492399769309,"Hunter.2024","YLD","GIBD"
"L074",500.977462712503,"Hunter.2024","YLD","GIBD"
"L075",307.681928095828,"Hunter.2024","YLD","GIBD"
"L076",482.827320095837,"Hunter.2024","YLD","GIBD"
"L077",698.206353525953,"Hunter.2024","YLD","GIBD"
"L078",315.097884135409,"Hunter.2024","YLD","GIBD"
"L079",419.579557205633,"Hunter.2024","YLD","GIBD"
"L080",428.286190532883,"Hunter.2024","YLD","GIBD"
"L081",338.997333461835,"Hunter.2024","YLD","GIBD"
"L082",441.854927943799,"Hunter.2024","YLD","GIBD"
"L083",539.878386841655,"Hunter.2024","YLD","GIBD"
"L084",625.079095692127,"Hunter.2024","YLD","GIBD"
"L085",756.964442183482,"Hunter.2024","YLD","GIBD"
"L086",411.609053750317,"Hunter.2024","YLD","GIBD"
"L087",749.898048476567,"Hunter.2024","YLD","GIBD"
"L088",407.740063933257,"Hunter.2024","YLD","GIBD"
"L089",479.918282260684,"Hunter.2024","YLD","GIBD"
"L090",442.783657510683,"Hunter.2024","YLD","GIBD"
"L091",667.915950191252,"Hunter.2024","YLD","GIBD"
"L092",436.614398087145,"Hunter.2024","YLD","GIBD"
"L093",626.473702613573,"Hunter.2024","YLD","GIBD"
"L094",665.21988292202,"Hunter.2024","YLD","GIBD"
"L095",533.089386781562,"Hunter.2024","YLD","GIBD"
"L096",367.01788760834,"Hunter.2024","YLD","GIBD"
"L097",649.388293390429,"Hunter.2024","YLD","GIBD"
"L098",734.38668824091,"Hunter.2024","YLD","GIBD"
"L099",475.033091210043,"Hunter.2024","YLD","GIBD"
"L100",466.561401110901,"Hunter.2024","YLD","GIBD"
"CL1",1271.88858311944,"Clavet.2025","YLD","GIBD"
"CL2",1059.18050229023,"Clavet.2025","YLD","GIBD"
"CL3",1308.49283523737,"Clavet.2025","YLD","GIBD"
"Extra",1384.68622943411,"Clavet.2025","YLD","GIBD"
"L001",1180.92942672753,"Clavet.2025","YLD","GIBD"
"L002",1275.55293831964,"Clavet.2025","YLD","GIBD"
"L003",1479.6444913143,"Clavet.2025","YLD","GIBD"
"L004",1403.22280751575,"Clavet.2025","YLD","GIBD"
"L005",1413.6795302699,"Clavet.2025","YLD","GIBD"
"L006",1490.64892850952,"Clavet.2025","YLD","GIBD"
"L007",1498.61130294266,"Clavet.2025","YLD","GIBD"
"L008",1247.8143220744,"Clavet.2025","YLD","GIBD"
"L009",1091.60581312584,"Clavet.2025","YLD","GIBD"
"L010",1000.20172816997,"Clavet.2025","YLD","GIBD"
"L011",1382.90267479686,"Clavet.2025","YLD","GIBD"
"L012",1063.0894652941,"Clavet.2025","YLD","GIBD"
"L013",1586.05021186345,"Clavet.2025","YLD","GIBD"
"L014",1324.68410526815,"Clavet.2025","YLD","GIBD"
"L015",1262.5545463621,"Clavet.2025","YLD","GIBD"
"L016",1317.93606029066,"Clavet.2025","YLD","GIBD"
"L017",1423.74093650569,"Clavet.2025","YLD","GIBD"
"L018",1216.20378519871,"Clavet.2025","YLD","GIBD"
"L019",1383.71587566581,"Clavet.2025","YLD","GIBD"
"L020",1226.19028563958,"Clavet.2025","YLD","GIBD"
"L021",1379.85734711504,"Clavet.2025","YLD","GIBD"
"L022",1347.27300261593,"Clavet.2025","YLD","GIBD"
"L023",1250.48258719683,"Clavet.2025","YLD","GIBD"
"L024",1157.07135687637,"Clavet.2025","YLD","GIBD"
"L025",1292.36609702005,"Clavet.2025","YLD","GIBD"
"L026",1459.22882416932,"Clavet.2025","YLD","GIBD"
"L027",1187.93354355305,"Clavet.2025","YLD","GIBD"
"L028",1164.68123965179,"Clavet.2025","YLD","GIBD"
"L029",1243.35244268863,"Clavet.2025","YLD","GIBD"
"L030",1005.81542543362,"Clavet.2025","YLD","GIBD"
"L031",1192.62064482784,"Clavet.2025","YLD","GIBD"
"L032",1109.74139453529,"Clavet.2025","YLD","GIBD"
"L033",1245.53833238378,"Clavet.2025","YLD","GIBD"
"L034",1034.36137105705,"Clavet.2025","YLD","GIBD"
"L035",1407.09333502774,"Clavet.2025","YLD","GIBD"
"L036",1139.46482852309,"Clavet.2025","YLD","GIBD"
"L037",1120.53433062904,"Clavet.2025","YLD","GIBD"
"L038",1168.97183726931,"Clavet.2025","YLD","GIBD"
"L039",1161.46950430064,"Clavet.2025","YLD","GIBD"
"L040",1312.74106877758,"Clavet.2025","YLD","GIBD"
"L041",1392.31775995514,"Clavet.2025","YLD","GIBD"
"L042",1331.4772005339,"Clavet.2025","YLD","GIBD"
"L043",1443.69249729185,"Clavet.2025","YLD","GIBD"
"L044",1212.74660328645,"Clavet.2025","YLD","GIBD"
"L045",1281.20529989968,"Clavet.2025","YLD","GIBD"
"L046",1313.4099725032,"Clavet.2025","YLD","GIBD"
"L047",1257.14545270427,"Clavet.2025","YLD","GIBD"
"L048",1409.25779545896,"Clavet.2025","YLD","GIBD"
"L049",1360.38842173617,"Clavet.2025","YLD","GIBD"
"L050",1376.48208061989,"Clavet.2025","YLD","GIBD"
"L051",1450.52348565385,"Clavet.2025","YLD","GIBD"
"L052",1158.96998684323,"Clavet.2025","YLD","GIBD"
"L053",1246.26444257697,"Clavet.2025","YLD","GIBD"
"L054",1209.49959375384,"Clavet.2025","YLD","GIBD"
"L055",1022.59170787682,"Clavet.2025","YLD","GIBD"
"L056",1046.7580065885,"Clavet.2025","YLD","GIBD"
"L057",1184.78091111636,"Clavet.2025","YLD","GIBD"
"L058",972.836460022788,"Clavet.2025","YLD","GIBD"
"L059",1050.87955561883,"Clavet.2025","YLD","GIBD"
"L060",1354.38666665559,"Clavet.2025","YLD","GIBD"
"L061",1287.41637068406,"Clavet.2025","YLD","GIBD"
"L062",1317.49063869172,"Clavet.2025","YLD","GIBD"
"L063",1249.99026278051,"Clavet.2025","YLD","GIBD"
"L064",1209.04548891094,"Clavet.2025","YLD","GIBD"
"L065",1454.14655825329,"Clavet.2025","YLD","GIBD"
"L066",1083.18256348761,"Clavet.2025","YLD","GIBD"
"L067",973.091205434611,"Clavet.2025","YLD","GIBD"
"L068",1320.75635801551,"Clavet.2025","YLD","GIBD"
"L069",1269.68712653612,"Clavet.2025","YLD","GIBD"
"L070",1318.23233377383,"Clavet.2025","YLD","GIBD"
"L071",977.542196027444,"Clavet.2025","YLD","GIBD"
"L072",1132.58867886517,"Clavet.2025","YLD","GIBD"
"L073",918.039903813895,"Clavet.2025","YLD","GIBD"
"L074",875.973376309941,"Clavet.2025","YLD","GIBD"
"L075",1072.06783467014,"Clavet.2025","YLD","GIBD"
"L076",1221.93459877091,"Clavet.2025","YLD","GIBD"
"L077",1427.52022818193,"Clavet.2025","YLD","GIBD"
"L078",1200.33177248381,"Clavet.2025","YLD","GIBD"
"L079",865.758758640894,"Clavet.2025","YLD","GIBD"
"L080",1174.24195252031,"Clavet.2025","YLD","GIBD"
"L081",1110.07260335713,"Clavet.2025","YLD","GIBD"
"L082",939.044178927211,"Clavet.2025","YLD","GIBD"
"L083",1342.44217920087,"Clavet.2025","YLD","GIBD"
"L084",1355.29053499771,"Clavet.2025","YLD","GIBD"
"L085",1116.25120103898,"Clavet.2025","YLD","GIBD"
"L086",969.974342873754,"Clavet.2025","YLD","GIBD"
"L087",1258.56457740244,"Clavet.2025","YLD","GIBD"
"L088",1051.35205627136,"Clavet.2025","YLD","GIBD"
"L089",1061.15135485524,"Clavet.2025","YLD","GIBD"
"L090",1092.24565027087,"Clavet.2025","YLD","GIBD"
"L091",1278.60684774962,"Clavet.2025","YLD","GIBD"
"L092",1119.94158819225,"Clavet.2025","YLD","GIBD"
"L093",1342.37979538959,"Clavet.2025","YLD","GIBD"
"L094",1323.22519812609,"Clavet.2025","YLD","GIBD"
"L095",1252.07117205515,"Clavet.2025","YLD","GIBD"
"L096",1087.0233113911,"Clavet.2025","YLD","GIBD"
"L097",1395.80217338758,"Clavet.2025","YLD","GIBD"
"L098",1520.99111505062,"Clavet.2025","YLD","GIBD"
"L099",1074.93431908804,"Clavet.2025","YLD","GIBD"
"L100",1088.51925687966,"Clavet.2025","YLD","GIBD"
"CL1",1702.45639747265,"Hunter.2025","YLD","GIBD"
"CL2",1424.1294479942,"Hunter.2025","YLD","GIBD"
"CL3",1663.47409908931,"Hunter.2025","YLD","GIBD"
"Extra",1725.54008240798,"Hunter.2025","YLD","GIBD"
"L001",1392.95429798247,"Hunter.2025","YLD","GIBD"
"L002",1355.17538427599,"Hunter.2025","YLD","GIBD"
"L003",1771.37796086403,"Hunter.2025","YLD","GIBD"
"L004",1327.59510902271,"Hunter.2025","YLD","GIBD"
"L005",1612.01482204118,"Hunter.2025","YLD","GIBD"
"L006",1837.89650490639,"Hunter.2025","YLD","GIBD"
"L007",1789.85202913663,"Hunter.2025","YLD","GIBD"
"L008",1583.22326822011,"Hunter.2025","YLD","GIBD"
"L009",1177.09644237715,"Hunter.2025","YLD","GIBD"
"L010",1193.67169019675,"Hunter.2025","YLD","GIBD"
"L011",1611.65620467386,"Hunter.2025","YLD","GIBD"
"L012",1642.12867637995,"Hunter.2025","YLD","GIBD"
"L013",1895.61926922999,"Hunter.2025","YLD","GIBD"
"L014",1566.61665857055,"Hunter.2025","YLD","GIBD"
"L015",1324.08349588107,"Hunter.2025","YLD","GIBD"
"L016",1645.30014798361,"Hunter.2025","YLD","GIBD"
"L017",1772.47625259451,"Hunter.2025","YLD","GIBD"
"L018",1761.91091551592,"Hunter.2025","YLD","GIBD"
"L019",1629.96887035061,"Hunter.2025","YLD","GIBD"
"L020",1702.95786903147,"Hunter.2025","YLD","GIBD"
"L021",1784.59287459188,"Hunter.2025","YLD","GIBD"
"L022",1565.6516761628,"Hunter.2025","YLD","GIBD"
"L023",1437.24166500452,"Hunter.2025","YLD","GIBD"
