"GEN","Y","Y_R","ASTAB","ASTAB_R","ssiASTAB","ASI","ASI_R","ASI_SSI","ASV","ASV_R","ASV_SSI","AVAMGE","AVAMGE_R","AVAMGE_SSI","DA","DA_R","DA_SSI","DZ","DZ_R","DZ_SSI","EV","EV_R","EV_SSI","FA","FA_R","FA_SSI","MASI","MASI_R","MASI_SSI","MASV","MASV_R","MASV_SSI","SIPC","SIPC_R","SIPC_SSI","ZA","ZA_R","ZA_SSI","WAAS","WAAS_R","WAAS_SSI"
"L054",929.535,63,36.2471461173486,75,138,0.672984200025041,14,77,2.64203432351814,14,77,223.030635843778,41,104,139.042790344919,47,110,0.265614001614097,97,160,0.0235169326178178,97,160,19332.8975469012,47,110,0.819630824914901,20,83,7.22421744951994,25,88,7.86333778521605,64,127,0.046459968794076,26,89,1.35817283000865,23,86
"L055",832.01,83,18.3069785333435,48,131,1.32436582422586,31,114,5.19631028180756,31,114,207.516772159085,37,120,130.278737669735,42,125,0.142509093044782,52,135,0.00676961386681541,52,135,16972.5494888196,42,125,1.32549509604309,30,113,13.2887449945411,66,149,5.97006020849779,47,130,0.058917188855345,39,122,1.91561396687829,36,119
"L056",779.40625,94,16.3583730987048,40,134,2.43699399299402,64,158,9.56939531494247,64,158,227.62885639644,44,138,144.354371309625,49,143,0.122568833490463,38,132,0.00500770631440431,38,132,20838.1845161972,49,143,2.44050722761954,64,158,9.8682146117274,45,139,5.87306589028391,46,140,0.0749742985197677,50,144,2.70966568891731,54,148
"L057",953.9,61,37.036767907601,78,139,3.74223309037761,88,149,14.6942535948149,88,149,377.902915762644,86,147,222.814339712971,85,146,0.169915733857044,60,121,0.00962378553739259,60,121,49646.2299817271,85,146,3.7426494585578,88,149,16.4273985882435,79,140,8.65513300827897,74,135,0.120437175983037,86,147,4.35849583068797,89,150
"L058",606.8525,104,30.5640646521113,69,173,2.43968700925302,65,169,9.57806325503486,65,169,289.762084237357,63,167,177.363567909939,69,173,0.184194321739818,72,176,0.0113091827203972,72,176,31457.8352217437,69,173,2.44629002732943,65,169,15.0590242009265,71,175,9.37874238844244,82,186,0.0993504560493643,72,176,3.37930987364883,71,175
"L059",833.37375,82,8.24018958220879,22,104,0.766662180461358,18,100,3.00731106687587,18,100,153.754364156224,23,105,84.7863277416596,18,100,0.0989957270302984,23,105,0.00326671799008578,23,105,7188.72137191612,18,100,0.769755127007175,16,98,8.72223909249415,38,120,4.06567663952298,22,104,0.0351086684981336,16,98,1.09635002628967,15,97
"L060",973.71177631579,54,50.7689096489339,92,146,2.86026929208271,78,132,11.2290014848589,78,132,403.603248866719,87,141,219.380005137114,83,137,0.250562106308318,89,143,0.0209271230392202,89,143,48127.5866539603,83,137,2.87580910267389,78,132,18.3736964722858,88,142,12.2844385305627,97,151,0.121688538804996,88,142,4.0821565501691,84,138
"L061",1071.20375,30,40.7383000533249,80,110,3.38840787837238,85,115,13.3046591921147,85,115,341.605415762644,73,103,215.751446092045,81,111,0.206502323857059,83,113,0.0142144032527885,83,113,46548.6864908086,81,111,3.39642566179931,85,115,15.9295511172097,75,105,10.6233229305232,91,121,0.121179457973151,87,117,4.24098528538456,86,116
"L062",1016.67625,42,14.1001456131396,36,78,2.193483288206,53,95,8.61323432957342,53,95,226.74114360356,43,85,131.309082229213,43,85,0.118493264171927,32,74,0.00468021788470606,32,74,17242.0750758782,43,85,2.19818472632648,53,95,8.8148373526489,39,81,5.26605151325254,36,78,0.0657544192257725,46,88,2.3794883770482,48,90
"L063",992.12,47,42.2945062310777,82,129,1.57927727671518,42,89,6.20080098552582,42,89,288.009364156222,62,109,164.621557159921,63,110,0.274765267461612,98,145,0.0251653174010837,98,145,27100.2570817572,63,110,1.64716152113186,42,89,9.94853426865152,46,93,9.8248627653686,87,134,0.0754814081547395,51,98,2.41660551648636,49,96
