"genotype","BLUP","env","trait","pev","model"
"L088",36.0607345996303,"Hunter.2025","VegP",0.179286471400337,"SpATS"
"L089",37.2930726187667,"Hunter.2025","VegP",0.182777755070674,"SpATS"
"L090",38.1538811084639,"Hunter.2025","VegP",0.184601639653045,"SpATS"
"L091",36.1426451292802,"Hunter.2025","VegP",0.18409754245253,"SpATS"
"L092",36.1112427222083,"Hunter.2025","VegP",0.178010134545465,"SpATS"
"L093",39.1269240859424,"Hunter.2025","VegP",0.181648579593067,"SpATS"
"L094",40.1675629673598,"Hunter.2025","VegP",0.167934015350321,"SpATS"
"L095",37.150642572225,"Hunter.2025","VegP",0.182354238234187,"SpATS"
"L096",38.2856149046696,"Hunter.2025","VegP",0.179870649750186,"SpATS"
"L097",37.4194750748973,"Hunter.2025","VegP",0.177103423563732,"SpATS"
"L098",38.2313535486517,"Hunter.2025","VegP",0.17368335992271,"SpATS"
"L099",37.2187693822345,"Hunter.2025","VegP",0.178656402623872,"SpATS"
"L100",37.6591623766033,"Hunter.2025","VegP",0.183043536833045,"SpATS"
"CL1",85.0662361116212,"Clavet.2024","DTM",0.353046749801958,"SpATS"
"CL2",88.6037504931745,"Clavet.2024","DTM",0.352233040057056,"SpATS"
"CL3",87.6734873981397,"Clavet.2024","DTM",0.347558187805541,"SpATS"
"Extra",84.4571078357894,"Clavet.2024","DTM",0.264963705791259,"SpATS"
"L001",89.0647925673367,"Clavet.2024","DTM",0.253959287803184,"SpATS"
"L002",86.2101886588459,"Clavet.2024","DTM",0.259630068471577,"SpATS"
"L003",87.4550234495868,"Clavet.2024","DTM",0.27085986864714,"SpATS"
"L004",86.6269037923261,"Clavet.2024","DTM",0.236360698171539,"SpATS"
"L005",87.7756620305974,"Clavet.2024","DTM",0.255785323188774,"SpATS"
"L006",88.7842570198469,"Clavet.2024","DTM",0.261385669894528,"SpATS"
"L007",86.7739539255803,"Clavet.2024","DTM",0.242196549206783,"SpATS"
"L008",88.7192855450554,"Clavet.2024","DTM",0.240187411346906,"SpATS"
"L009",85.3862786566984,"Clavet.2024","DTM",0.249200498735361,"SpATS"
"L010",87.4218326463215,"Clavet.2024","DTM",0.256543675118598,"SpATS"
"L011",90.1514151051965,"Clavet.2024","DTM",0.245138216070558,"SpATS"
"L012",88.8944560474711,"Clavet.2024","DTM",0.251007325819378,"SpATS"
"L013",88.2784552882064,"Clavet.2024","DTM",0.249413263202281,"SpATS"
"L014",86.3744701856232,"Clavet.2024","DTM",0.244483973458645,"SpATS"
"L015",85.8071987685553,"Clavet.2024","DTM",0.267053039928284,"SpATS"
"L016",85.771050005347,"Clavet.2024","DTM",0.248072342853268,"SpATS"
"L017",87.1278136661714,"Clavet.2024","DTM",0.257514380008528,"SpATS"
"L018",86.5649809206016,"Clavet.2024","DTM",0.256148167421837,"SpATS"
"L019",84.4317926944072,"Clavet.2024","DTM",0.276997887953033,"SpATS"
"L020",87.8839384860124,"Clavet.2024","DTM",0.250317699265581,"SpATS"
"L021",84.849214804683,"Clavet.2024","DTM",0.259092896288434,"SpATS"
"L022",89.1338422893921,"Clavet.2024","DTM",0.278858963872758,"SpATS"
"L023",87.8014809750738,"Clavet.2024","DTM",0.244184108932032,"SpATS"
"L024",89.887767678971,"Clavet.2024","DTM",0.244548632433099,"SpATS"
"L025",88.6589863596117,"Clavet.2024","DTM",0.255321737584078,"SpATS"
"L026",87.2282114294591,"Clavet.2024","DTM",0.257634424146228,"SpATS"
"L027",83.8120469910547,"Clavet.2024","DTM",0.246148583924764,"SpATS"
"L028",85.9835084210738,"Clavet.2024","DTM",0.24895092975652,"SpATS"
"L029",84.5587543960845,"Clavet.2024","DTM",0.249147163387088,"SpATS"
"L030",88.139349923364,"Clavet.2024","DTM",0.273075927533757,"SpATS"
"L031",84.7015858442653,"Clavet.2024","DTM",0.259875824451987,"SpATS"
"L032",85.2049314835329,"Clavet.2024","DTM",0.262244499583143,"SpATS"
"L033",87.4612652746401,"Clavet.2024","DTM",0.245672375822441,"SpATS"
"L034",87.5326632681744,"Clavet.2024","DTM",0.25826259636637,"SpATS"
"L035",84.4741763931739,"Clavet.2024","DTM",0.268321959800948,"SpATS"
"L036",85.5293241443124,"Clavet.2024","DTM",0.246369721680094,"SpATS"
"L037",85.4215246396447,"Clavet.2024","DTM",0.275012590175289,"SpATS"
"L038",88.1190509214735,"Clavet.2024","DTM",0.235315230651886,"SpATS"
"L039",85.7014875560275,"Clavet.2024","DTM",0.252607628309961,"SpATS"
"L040",85.999570043641,"Clavet.2024","DTM",0.242745295196177,"SpATS"
"L041",86.0913488017238,"Clavet.2024","DTM",0.271169195320093,"SpATS"
"L042",88.1508212381053,"Clavet.2024","DTM",0.255885759785974,"SpATS"
"L043",86.7537961885574,"Clavet.2024","DTM",0.258282146468213,"SpATS"
"L044",87.9990837166526,"Clavet.2024","DTM",0.259560254885306,"SpATS"
"L045",89.0089944008352,"Clavet.2024","DTM",0.24890872163151,"SpATS"
"L046",87.1463592230996,"Clavet.2024","DTM",0.266164417287784,"SpATS"
"L047",87.8790818908385,"Clavet.2024","DTM",0.251139799596821,"SpATS"
"L048",86.2581719651464,"Clavet.2024","DTM",0.242178570026346,"SpATS"
"L049",87.0286099423274,"Clavet.2024","DTM",0.259822631056565,"SpATS"
"L050",86.1813638401129,"Clavet.2024","DTM",0.258077224343762,"SpATS"
"L051",86.1905310889401,"Clavet.2024","DTM",0.265269764701686,"SpATS"
"L052",86.8860018003169,"Clavet.2024","DTM",0.234557835351679,"SpATS"
"L053",87.9454605477897,"Clavet.2024","DTM",0.242709174002028,"SpATS"
"L054",84.3096155539411,"Clavet.2024","DTM",0.263571035171083,"SpATS"
"L055",87.9259965623197,"Clavet.2024","DTM",0.249985002352925,"SpATS"
"L056",89.0645716749628,"Clavet.2024","DTM",0.250495338535085,"SpATS"
"L057",84.9164716677048,"Clavet.2024","DTM",0.262045679368157,"SpATS"
"L058",89.078610730186,"Clavet.2024","DTM",0.239854245131482,"SpATS"
"L059",89.343088288938,"Clavet.2024","DTM",0.278084179072676,"SpATS"
"L060",85.8187323929079,"Clavet.2024","DTM",0.254128970411082,"SpATS"
"L061",88.3673199716445,"Clavet.2024","DTM",0.273922764745584,"SpATS"
"L062",88.8251813048552,"Clavet.2024","DTM",0.263873858195068,"SpATS"
"L063",86.1444400168474,"Clavet.2024","DTM",0.257824218173355,"SpATS"
"L064",86.6585824806257,"Clavet.2024","DTM",0.258841885019583,"SpATS"
"L065",87.3693228057135,"Clavet.2024","DTM",0.237334799101439,"SpATS"
"L066",85.9554461910799,"Clavet.2024","DTM",0.268341285895455,"SpATS"
"L067",82.8901973269711,"Clavet.2024","DTM",0.258393066527151,"SpATS"
"L068",89.2867876356391,"Clavet.2024","DTM",0.289658442885714,"SpATS"
"L069",86.0567085432773,"Clavet.2024","DTM",0.247030795211008,"SpATS"
"L070",86.8552564542952,"Clavet.2024","DTM",0.250952488553606,"SpATS"
"L071",89.704385282002,"Clavet.2024","DTM",0.25834217003228,"SpATS"
"L072",84.8425082522801,"Clavet.2024","DTM",0.249454646620219,"SpATS"
"L073",82.3452494942012,"Clavet.2024","DTM",0.26151302312145,"SpATS"
"L074",82.9264747482166,"Clavet.2024","DTM",0.256699277376886,"SpATS"
"L075",83.9728720277434,"Clavet.2024","DTM",0.244203560729981,"SpATS"
"L076",84.8683380133504,"Clavet.2024","DTM",0.257779667931502,"SpATS"
"L077",85.0273215129997,"Clavet.2024","DTM",0.275972255032409,"SpATS"
"L078",83.7642984428868,"Clavet.2024","DTM",0.246909674983808,"SpATS"
"L079",88.80165279058,"Clavet.2024","DTM",0.271957157961641,"SpATS"
"L080",86.8671945285241,"Clavet.2024","DTM",0.253225262883616,"SpATS"
"L081",83.9624344518771,"Clavet.2024","DTM",0.250580909207144,"SpATS"
"L082",86.4603917551815,"Clavet.2024","DTM",0.250965985598755,"SpATS"
"L083",85.9168073952865,"Clavet.2024","DTM",0.244610571500272,"SpATS"
"L084",87.4317363728421,"Clavet.2024","DTM",0.258374494681205,"SpATS"
"L085",85.5306414823945,"Clavet.2024","DTM",0.280768180066885,"SpATS"
"L086",88.3421007666584,"Clavet.2024","DTM",0.258474667763074,"SpATS"
"L087",87.122705124466,"Clavet.2024","DTM",0.254663239772334,"SpATS"
"L088",83.8636439279197,"Clavet.2024","DTM",0.245112309516898,"SpATS"
"L089",85.8047415765572,"Clavet.2024","DTM",0.259789900598344,"SpATS"
"L090",89.8585482693837,"Clavet.2024","DTM",0.263189791048965,"SpATS"
"L091",84.3937221865711,"Clavet.2024","DTM",0.244630006973677,"SpATS"
"L092",83.0423337490447,"Clavet.2024","DTM",0.247699325524678,"SpATS"
"L093",88.1641834427213,"Clavet.2024","DTM",0.245958969599088,"SpATS"
"L094",87.6854514441243,"Clavet.2024","DTM",0.265304011614973,"SpATS"
"L095",84.6951811481679,"Clavet.2024","DTM",0.24499334920773,"SpATS"
"L096",88.1599181385478,"Clavet.2024","DTM",0.269276870368805,"SpATS"
"L097",85.9367364081718,"Clavet.2024","DTM",0.269322629088957,"SpATS"
"L098",87.8015141671583,"Clavet.2024","DTM",0.251944288085124,"SpATS"
"L099",85.6633477102885,"Clavet.2024","DTM",0.259994361971177,"SpATS"
"L100",85.1935300176901,"Clavet.2024","DTM",0.26577563887135,"SpATS"
"CL1",78.9571951765362,"Hunter.2024","DTM",0.81064314332069,"SpATS"
"CL2",83.3812705080248,"Hunter.2024","DTM",0.80993243104695,"SpATS"
"CL3",81.5552752344805,"Hunter.2024","DTM",0.812779039050813,"SpATS"
"Extra",79.5713185682788,"Hunter.2024","DTM",0.612477634557338,"SpATS"
"L001",83.0239214104741,"Hunter.2024","DTM",0.572037947178522,"SpATS"
"L002",80.8626573056188,"Hunter.2024","DTM",0.610337795897916,"SpATS"
"L003",82.2341105063681,"Hunter.2024","DTM",0.624665797550439,"SpATS"
"L004",80.9764683279574,"Hunter.2024","DTM",0.607319758343653,"SpATS"
"L005",82.0240535356189,"Hunter.2024","DTM",0.585894968621723,"SpATS"
"L006",83.1040675776862,"Hunter.2024","DTM",0.580899954656285,"SpATS"
"L007",81.0426979707179,"Hunter.2024","DTM",0.648929286166418,"SpATS"
"L008",82.8749702250756,"Hunter.2024","DTM",0.635733080196264,"SpATS"
"L009",80.0362359879713,"Hunter.2024","DTM",0.607597963053631,"SpATS"
"L010",81.929153942372,"Hunter.2024","DTM",0.615268794672799,"SpATS"
"L011",85.4787151451638,"Hunter.2024","DTM",0.615461627024866,"SpATS"
"L012",84.277064213667,"Hunter.2024","DTM",0.623171795478147,"SpATS"
"L013",82.328121345138,"Hunter.2024","DTM",0.589586826682381,"SpATS"
"L014",81.5059604721696,"Hunter.2024","DTM",0.623351470887087,"SpATS"
"L015",79.7415123457845,"Hunter.2024","DTM",0.642276014419491,"SpATS"
"L016",80.8272351278783,"Hunter.2024","DTM",0.621783681312961,"SpATS"
"L017",81.5573629491084,"Hunter.2024","DTM",0.581337499273009,"SpATS"
"L018",80.5849610689565,"Hunter.2024","DTM",0.580281559633949,"SpATS"
"L019",80.8526645888248,"Hunter.2024","DTM",0.604748157061661,"SpATS"
"L020",81.5949842904703,"Hunter.2024","DTM",0.597007251451995,"SpATS"
"L021",79.2548450889406,"Hunter.2024","DTM",0.618338318188242,"SpATS"
"L022",84.3670196122026,"Hunter.2024","DTM",0.603096709241291,"SpATS"
"L023",83.1284037050533,"Hunter.2024","DTM",0.616370415219921,"SpATS"
"L024",84.9885417384335,"Hunter.2024","DTM",0.611938264398572,"SpATS"
"L025",83.1807359297819,"Hunter.2024","DTM",0.611974390189113,"SpATS"
"L026",81.6362378002683,"Hunter.2024","DTM",0.606069829809494,"SpATS"
"L027",78.8097670888895,"Hunter.2024","DTM",0.662980969172337,"SpATS"
"L028",80.4154447476853,"Hunter.2024","DTM",0.595219990009081,"SpATS"
"L029",78.9114418220337,"Hunter.2024","DTM",0.655822536163147,"SpATS"
"L030",82.7233437540203,"Hunter.2024","DTM",0.602555967888888,"SpATS"
"L031",78.8537690965335,"Hunter.2024","DTM",0.617422992735219,"SpATS"
"L032",81.004576943268,"Hunter.2024","DTM",0.590299218122756,"SpATS"
"L033",81.724437152308,"Hunter.2024","DTM",0.591923243848132,"SpATS"
"L034",81.9875238976795,"Hunter.2024","DTM",0.609611204752429,"SpATS"
"L035",79.8937344443046,"Hunter.2024","DTM",0.618533338739015,"SpATS"
"L036",81.2253205336393,"Hunter.2024","DTM",0.618756356880999,"SpATS"
"L037",80.9000565420211,"Hunter.2024","DTM",0.624467878534637,"SpATS"
"L038",82.2472034772521,"Hunter.2024","DTM",0.589112933665534,"SpATS"
"L039",80.6658516361782,"Hunter.2024","DTM",0.647382093322255,"SpATS"
"L040",81.8114229085527,"Hunter.2024","DTM",0.638833177638149,"SpATS"
"L041",81.1832194798338,"Hunter.2024","DTM",0.594316958216792,"SpATS"
"L042",83.0095069201338,"Hunter.2024","DTM",0.621236864788973,"SpATS"
"L043",81.5893097146877,"Hunter.2024","DTM",0.589761158214216,"SpATS"
"L044",82.8576712884533,"Hunter.2024","DTM",0.613563264428788,"SpATS"
"L045",84.3231282559676,"Hunter.2024","DTM",0.666651119284248,"SpATS"
"L046",81.4678109488875,"Hunter.2024","DTM",0.587820360224084,"SpATS"
"L047",84.5907196289133,"Hunter.2024","DTM",0.631789826091266,"SpATS"
"L048",80.5836983272198,"Hunter.2024","DTM",0.60004902182848,"SpATS"
"L049",81.7858980070401,"Hunter.2024","DTM",0.670391672519496,"SpATS"
"L050",80.3474502314722,"Hunter.2024","DTM",0.593223433423741,"SpATS"
"L051",80.3555741941347,"Hunter.2024","DTM",0.617188741463186,"SpATS"
"L052",83.0819965019193,"Hunter.2024","DTM",0.656082720228826,"SpATS"
"L053",82.5427908044903,"Hunter.2024","DTM",0.606278876729205,"SpATS"
"L054",79.2253921681207,"Hunter.2024","DTM",0.621404080307315,"SpATS"
"L055",83.9107659350288,"Hunter.2024","DTM",0.61561359367149,"SpATS"
"L056",84.9430594452663,"Hunter.2024","DTM",0.596557126204474,"SpATS"
"L057",78.5780722340618,"Hunter.2024","DTM",0.604994761958745,"SpATS"
"L058",83.8326638454377,"Hunter.2024","DTM",0.6175069750026,"SpATS"
"L059",84.5227285486328,"Hunter.2024","DTM",0.624946848315698,"SpATS"
"L060",79.121108042473,"Hunter.2024","DTM",0.634642545469823,"SpATS"
"L061",83.7862789377384,"Hunter.2024","DTM",0.597974436064321,"SpATS"
"L062",84.0729611062833,"Hunter.2024","DTM",0.646068007649762,"SpATS"
"L063",81.9353888582014,"Hunter.2024","DTM",0.604856966701562,"SpATS"
"L064",79.9925177397976,"Hunter.2024","DTM",0.615420016182818,"SpATS"
"L065",82.7195274514575,"Hunter.2024","DTM",0.614167334530491,"SpATS"
"L066",80.4060874309839,"Hunter.2024","DTM",0.610300425409693,"SpATS"
"L067",77.0808647056404,"Hunter.2024","DTM",0.580215212742713,"SpATS"
"L068",83.4300268109258,"Hunter.2024","DTM",0.616373385488317,"SpATS"
"L069",81.5984707106767,"Hunter.2024","DTM",0.63940694461951,"SpATS"
"L070",81.6901830502285,"Hunter.2024","DTM",0.600125333421219,"SpATS"
"L071",84.9308991471931,"Hunter.2024","DTM",0.646142339581957,"SpATS"
"L072",79.4592496266465,"Hunter.2024","DTM",0.571990853870616,"SpATS"
"L073",77.236754657959,"Hunter.2024","DTM",0.601711460696042,"SpATS"
"L074",79.2304522067216,"Hunter.2024","DTM",0.631882809228012,"SpATS"
"L075",80.0351116500988,"Hunter.2024","DTM",0.615337664781559,"SpATS"
"L076",80.2821774871854,"Hunter.2024","DTM",0.60760497676381,"SpATS"
"L077",80.7139229541744,"Hunter.2024","DTM",0.613250072708908,"SpATS"
"L078",79.4769859626896,"Hunter.2024","DTM",0.593616295224228,"SpATS"
"L079",83.4225341753124,"Hunter.2024","DTM",0.645068951870356,"SpATS"
"L080",81.7665797109555,"Hunter.2024","DTM",0.63802312171815,"SpATS"
"L081",78.1946866858123,"Hunter.2024","DTM",0.627749997228133,"SpATS"
"L082",82.1986096411912,"Hunter.2024","DTM",0.609233685889342,"SpATS"
"L083",80.4612725342655,"Hunter.2024","DTM",0.629651583811539,"SpATS"
"L084",81.7542114074389,"Hunter.2024","DTM",0.589834888356171,"SpATS"
"L085",80.8773506135326,"Hunter.2024","DTM",0.602301329822868,"SpATS"
"L086",83.7523789035399,"Hunter.2024","DTM",0.624117831201406,"SpATS"
"L087",82.0413698461127,"Hunter.2024","DTM",0.609059007413654,"SpATS"
"L088",79.1422808546152,"Hunter.2024","DTM",0.639724456686331,"SpATS"
"L089",82.2768267237144,"Hunter.2024","DTM",0.59275522442445,"SpATS"
"L090",85.3351745650611,"Hunter.2024","DTM",0.631483369219981,"SpATS"
"L091",78.9094461746698,"Hunter.2024","DTM",0.616130461626205,"SpATS"
"L092",78.8985251434818,"Hunter.2024","DTM",0.572460879619744,"SpATS"
"L093",81.9355420475711,"Hunter.2024","DTM",0.585142969502649,"SpATS"
"L094",81.5395574103161,"Hunter.2024","DTM",0.601626513344889,"SpATS"
"L095",79.4769331726171,"Hunter.2024","DTM",0.599721729029422,"SpATS"
"L096",83.954677333075,"Hunter.2024","DTM",0.607707394840366,"SpATS"
"L097",81.2509534706999,"Hunter.2024","DTM",0.637184829246292,"SpATS"
"L098",82.371517592473,"Hunter.2024","DTM",0.595337986726948,"SpATS"
"L099",83.1467340377085,"Hunter.2024","DTM",0.632166608884774,"SpATS"
"L100",81.8678959203583,"Hunter.2024","DTM",0.606977434021501,"SpATS"
"CL2",93.2223799138302,"Clavet.2025","DTM",44.5771292662593,"SpATS"
"CL3",93.2223799138302,"Clavet.2025","DTM",44.5771292662593,"SpATS"
"Extra",93.2223796623065,"Clavet.2025","DTM",44.5771291137059,"SpATS"
"L003",93.2223797097048,"Clavet.2025","DTM",44.5771292686887,"SpATS"
"L004",93.2223797005392,"Clavet.2025","DTM",44.5771291999242,"SpATS"
"L005",93.222379913697,"Clavet.2025","DTM",44.577129277203,"SpATS"
"L006",93.2223803730535,"Clavet.2025","DTM",44.5771300132113,"SpATS"
"L008",93.2223801508666,"Clavet.2025","DTM",44.5771293364073,"SpATS"
"L009",93.2223797052035,"Clavet.2025","DTM",44.5771296904923,"SpATS"
"L010",93.2223799367274,"Clavet.2025","DTM",44.5771294064154,"SpATS"
"L013",93.222379687631,"Clavet.2025","DTM",44.5771292738165,"SpATS"
"L015",93.2223800947778,"Clavet.2025","DTM",44.5771290264027,"SpATS"
"L016",93.2223798748642,"Clavet.2025","DTM",44.5771293010673,"SpATS"
"L017",93.2223796105222,"Clavet.2025","DTM",44.577128787967,"SpATS"
"L020",93.2223798217334,"Clavet.2025","DTM",44.5771293145234,"SpATS"
"L022",93.2223799138302,"Clavet.2025","DTM",44.5771290163353,"SpATS"
"L024",93.222379428911,"Clavet.2025","DTM",44.5771291005421,"SpATS"
"L026",93.2223803715873,"Clavet.2025","DTM",44.577129191762,"SpATS"
"L034",93.222380077264,"Clavet.2025","DTM",44.577129240661,"SpATS"
"L039",93.2223797871291,"Clavet.2025","DTM",44.5771292905987,"SpATS"
"L040",93.2223797381954,"Clavet.2025","DTM",44.5771292997872,"SpATS"
"L041",93.2223805129507,"Clavet.2025","DTM",44.5771291787819,"SpATS"
"L045",93.2223798261349,"Clavet.2025","DTM",44.5771292946763,"SpATS"
"L047",93.2223799158617,"Clavet.2025","DTM",44.5771292799274,"SpATS"
"L049",93.2223799415271,"Clavet.2025","DTM",44.5771286055541,"SpATS"
"L050",93.2223801003095,"Clavet.2025","DTM",44.5771294014981,"SpATS"
"L056",93.2223798254126,"Clavet.2025","DTM",44.5771291931064,"SpATS"
"L058",93.2223798520182,"Clavet.2025","DTM",44.5771292308816,"SpATS"
"L059",93.2223798440859,"Clavet.2025","DTM",44.5771297533322,"SpATS"
"L061",93.2223795629593,"Clavet.2025","DTM",44.5771292660345,"SpATS"
"L062",93.2223801521403,"Clavet.2025","DTM",44.5771290815221,"SpATS"
"L065",93.2223798498438,"Clavet.2025","DTM",44.5771294815486,"SpATS"
"L066",93.2223799526858,"Clavet.2025","DTM",44.5771290667677,"SpATS"
"L069",93.2223798180415,"Clavet.2025","DTM",44.5771292268246,"SpATS"
"L070",93.2223800945637,"Clavet.2025","DTM",44.5771292794505,"SpATS"
"L071",93.2223805335689,"Clavet.2025","DTM",44.5771294125679,"SpATS"
"L084",93.2223800212625,"Clavet.2025","DTM",44.5771292661025,"SpATS"
"L090",93.2223800210956,"Clavet.2025","DTM",44.5771292616039,"SpATS"
"L093",93.2223799138302,"Clavet.2025","DTM",44.5771292662593,"SpATS"
"L096",93.2223797634865,"Clavet.2025","DTM",44.5771291961611,"SpATS"
"L099",93.2223798640082,"Clavet.2025","DTM",44.5771292912718,"SpATS"
"L100",93.2223796288785,"Clavet.2025","DTM",44.5771292170602,"SpATS"
"CL1",93.0065752336841,"Hunter.2025","DTM",0.944594391859945,"SpATS"
"CL2",95.7656949741927,"Hunter.2025","DTM",0.942044418833799,"SpATS"
"CL3",95.5450874348544,"Hunter.2025","DTM",0.958289409281147,"SpATS"
"Extra",93.0880648804149,"Hunter.2025","DTM",0.75481958870089,"SpATS"
"L001",94.2900961753584,"Hunter.2025","DTM",0.740160222884327,"SpATS"
"L002",92.3133383099714,"Hunter.2025","DTM",0.697038283150669,"SpATS"
"L003",93.5677668538949,"Hunter.2025","DTM",0.766823693124229,"SpATS"
"L004",91.4196054850692,"Hunter.2025","DTM",0.740672244331062,"SpATS"
"L005",95.3651001117166,"Hunter.2025","DTM",0.708825833122759,"SpATS"
"L006",95.4963851077519,"Hunter.2025","DTM",0.714450272517878,"SpATS"
"L007",93.9934982533203,"Hunter.2025","DTM",0.727453220599843,"SpATS"
"L008",94.50440861129,"Hunter.2025","DTM",0.701579721138557,"SpATS"
"L009",92.2916170369278,"Hunter.2025","DTM",0.787678057259036,"SpATS"
"L010",93.6831080848135,"Hunter.2025","DTM",0.741219145107909,"SpATS"
"L011",97.1943513073538,"Hunter.2025","DTM",0.71630130158726,"SpATS"
"L012",95.352355329516,"Hunter.2025","DTM",0.750492930495377,"SpATS"
"L013",95.0048872710626,"Hunter.2025","DTM",0.748465948889725,"SpATS"
"L014",92.8848405392278,"Hunter.2025","DTM",0.726579857546783,"SpATS"
"L015",91.3617266524548,"Hunter.2025","DTM",0.754280712574923,"SpATS"
"L016",92.643403147706,"Hunter.2025","DTM",0.712413805092518,"SpATS"
"L017",94.1973884611339,"Hunter.2025","DTM",0.713210217099707,"SpATS"
"L018",93.946667952247,"Hunter.2025","DTM",0.741533652653305,"SpATS"
"L019",93.1335478939081,"Hunter.2025","DTM",0.736417140763743,"SpATS"
"L020",94.5187531463906,"Hunter.2025","DTM",0.722553000138224,"SpATS"
"L021",92.5491483619045,"Hunter.2025","DTM",0.717454894468195,"SpATS"
"L022",94.4539315520902,"Hunter.2025","DTM",0.756982474147088,"SpATS"
"L023",92.9683836990994,"Hunter.2025","DTM",0.726219873230721,"SpATS"
"L024",95.615637307027,"Hunter.2025","DTM",0.712378648041077,"SpATS"
"L025",93.2046690886376,"Hunter.2025","DTM",0.741985986124866,"SpATS"
