"genotype","BLUP","env","trait","pev","model"
"L034",34.9132435846344,"Clavet.2024","RepP",0.279240680237768,"SpATS"
"L035",32.2470552814571,"Clavet.2024","RepP",0.290789914675705,"SpATS"
"L036",32.3828210842573,"Clavet.2024","RepP",0.266404194999753,"SpATS"
"L037",30.8901467132647,"Clavet.2024","RepP",0.297590841010375,"SpATS"
"L038",33.7033064906233,"Clavet.2024","RepP",0.253066361225299,"SpATS"
"L039",33.8366966551607,"Clavet.2024","RepP",0.273025109484381,"SpATS"
"L040",32.0995236720829,"Clavet.2024","RepP",0.261952700664157,"SpATS"
"L041",32.6169325513747,"Clavet.2024","RepP",0.293168514903169,"SpATS"
"L042",34.2454631383025,"Clavet.2024","RepP",0.277633436024271,"SpATS"
"L043",33.2737064699467,"Clavet.2024","RepP",0.279000438160289,"SpATS"
"L044",32.5080067286833,"Clavet.2024","RepP",0.279980853088765,"SpATS"
"L045",35.9282869895389,"Clavet.2024","RepP",0.268791411103914,"SpATS"
"L046",33.5736291573277,"Clavet.2024","RepP",0.287798328515726,"SpATS"
"L047",35.6801555143039,"Clavet.2024","RepP",0.271226201237223,"SpATS"
"L048",33.5357856508227,"Clavet.2024","RepP",0.261300750323381,"SpATS"
"L049",31.6948576884581,"Clavet.2024","RepP",0.280765688378253,"SpATS"
"L050",34.1227772436177,"Clavet.2024","RepP",0.278699733232066,"SpATS"
"L051",33.2205567507012,"Clavet.2024","RepP",0.286990247510293,"SpATS"
"L052",32.5662232104184,"Clavet.2024","RepP",0.252063501693707,"SpATS"
"L053",34.9262387052176,"Clavet.2024","RepP",0.263080025315458,"SpATS"
"L054",30.61778601688,"Clavet.2024","RepP",0.285145224292283,"SpATS"
"L055",35.0970311442238,"Clavet.2024","RepP",0.270009695140078,"SpATS"
"L056",35.7945438039546,"Clavet.2024","RepP",0.271210991204298,"SpATS"
"L057",31.2813881117098,"Clavet.2024","RepP",0.282084206312439,"SpATS"
"L058",33.7402909614678,"Clavet.2024","RepP",0.259197889195902,"SpATS"
"L059",35.1559441535861,"Clavet.2024","RepP",0.300212356336486,"SpATS"
"L060",33.5808655038984,"Clavet.2024","RepP",0.275043806820814,"SpATS"
"L061",34.3628029410818,"Clavet.2024","RepP",0.295689262545567,"SpATS"
"L062",35.771630461363,"Clavet.2024","RepP",0.285189317774211,"SpATS"
"L063",33.7455411479429,"Clavet.2024","RepP",0.278383851437037,"SpATS"
"L064",34.196213201211,"Clavet.2024","RepP",0.28000184192349,"SpATS"
"L065",34.3311739295639,"Clavet.2024","RepP",0.256182235484288,"SpATS"
"L066",31.3188320328088,"Clavet.2024","RepP",0.290936589366891,"SpATS"
"L067",30.4259821643675,"Clavet.2024","RepP",0.27889112600202,"SpATS"
"L068",34.0657508362551,"Clavet.2024","RepP",0.313674754418599,"SpATS"
"L069",33.0205988673178,"Clavet.2024","RepP",0.266740687108443,"SpATS"
"L070",34.6048387616234,"Clavet.2024","RepP",0.271536093940989,"SpATS"
"L071",34.9714067907736,"Clavet.2024","RepP",0.280290456538537,"SpATS"
"L072",32.8049759115832,"Clavet.2024","RepP",0.270474079032938,"SpATS"
"L073",29.8957214116885,"Clavet.2024","RepP",0.283233785777185,"SpATS"
"L074",30.7446445495512,"Clavet.2024","RepP",0.277771946365835,"SpATS"
"L075",31.6664845478856,"Clavet.2024","RepP",0.26347991361771,"SpATS"
"L076",32.9477663127823,"Clavet.2024","RepP",0.279491537357449,"SpATS"
"L077",32.8830307056654,"Clavet.2024","RepP",0.297848849222246,"SpATS"
"L078",31.3358604158792,"Clavet.2024","RepP",0.2665873908469,"SpATS"
"L079",35.8223859483588,"Clavet.2024","RepP",0.294296007280049,"SpATS"
"L080",34.0317448847334,"Clavet.2024","RepP",0.273815526990714,"SpATS"
"L081",31.0401268281441,"Clavet.2024","RepP",0.269972002635209,"SpATS"
"L082",34.472624917745,"Clavet.2024","RepP",0.271140347219258,"SpATS"
"L083",33.4524817142923,"Clavet.2024","RepP",0.264369443679624,"SpATS"
"L084",34.451594009049,"Clavet.2024","RepP",0.279533974709667,"SpATS"
"L085",33.5920439121411,"Clavet.2024","RepP",0.304494268181868,"SpATS"
"L086",35.2192147047326,"Clavet.2024","RepP",0.278978581178702,"SpATS"
"L087",35.1702941811815,"Clavet.2024","RepP",0.276183806728954,"SpATS"
"L088",31.5561718028984,"Clavet.2024","RepP",0.265181625881411,"SpATS"
"L089",32.5353140496323,"Clavet.2024","RepP",0.281255430241762,"SpATS"
"L090",36.6978782174505,"Clavet.2024","RepP",0.284417154127995,"SpATS"
"L091",32.0982430228712,"Clavet.2024","RepP",0.264938584031282,"SpATS"
"L092",31.1274344323194,"Clavet.2024","RepP",0.267005036984411,"SpATS"
"L093",33.9735332883928,"Clavet.2024","RepP",0.266956370118679,"SpATS"
"L094",32.917415947993,"Clavet.2024","RepP",0.286874998863324,"SpATS"
"L095",31.7278086397333,"Clavet.2024","RepP",0.264185792166179,"SpATS"
"L096",35.2259767049076,"Clavet.2024","RepP",0.291958326526897,"SpATS"
"L097",32.8938857120436,"Clavet.2024","RepP",0.290863476636949,"SpATS"
"L098",34.2337758660938,"Clavet.2024","RepP",0.272868291642718,"SpATS"
"L099",33.6138512320686,"Clavet.2024","RepP",0.281253726478318,"SpATS"
"L100",32.563448376072,"Clavet.2024","RepP",0.28702727674874,"SpATS"
"CL1",33.2791158393053,"Hunter.2024","RepP",0.859888390691627,"SpATS"
"CL2",35.7745471246831,"Hunter.2024","RepP",0.854815783313894,"SpATS"
"CL3",32.7874830862119,"Hunter.2024","RepP",0.855348020767262,"SpATS"
"Extra",34.014737847231,"Hunter.2024","RepP",0.630755607546281,"SpATS"
"L001",32.2409435009778,"Hunter.2024","RepP",0.580733029866277,"SpATS"
"L002",33.4178972624179,"Hunter.2024","RepP",0.629593120685832,"SpATS"
"L003",36.8663060930787,"Hunter.2024","RepP",0.643264083023918,"SpATS"
"L004",35.4688616097682,"Hunter.2024","RepP",0.626450494128879,"SpATS"
"L005",35.7658406962246,"Hunter.2024","RepP",0.610392872049554,"SpATS"
"L006",33.3647022747443,"Hunter.2024","RepP",0.598279907361929,"SpATS"
"L007",31.6477028044131,"Hunter.2024","RepP",0.673959061588962,"SpATS"
"L008",36.7125860921241,"Hunter.2024","RepP",0.658445369147171,"SpATS"
"L009",33.6191507831323,"Hunter.2024","RepP",0.624315682055259,"SpATS"
"L010",31.7673098096544,"Hunter.2024","RepP",0.631749616396989,"SpATS"
"L011",35.341164190807,"Hunter.2024","RepP",0.628425124142899,"SpATS"
"L012",33.5011914092965,"Hunter.2024","RepP",0.644853458347699,"SpATS"
"L013",35.777229725798,"Hunter.2024","RepP",0.608295479429681,"SpATS"
"L014",33.7077518619009,"Hunter.2024","RepP",0.636888968546364,"SpATS"
"L015",34.5697446337553,"Hunter.2024","RepP",0.667099792336801,"SpATS"
"L016",34.5724222052734,"Hunter.2024","RepP",0.642678256947687,"SpATS"
"L017",35.5251554874882,"Hunter.2024","RepP",0.595722389994499,"SpATS"
"L018",33.8316277230005,"Hunter.2024","RepP",0.596440208026778,"SpATS"
"L019",32.2087999276651,"Hunter.2024","RepP",0.618492784864487,"SpATS"
"L020",32.3799653588383,"Hunter.2024","RepP",0.610987524230437,"SpATS"
"L021",32.1098991330772,"Hunter.2024","RepP",0.63049188722678,"SpATS"
"L022",35.300772893848,"Hunter.2024","RepP",0.616512756880607,"SpATS"
"L023",35.9144542868271,"Hunter.2024","RepP",0.642357185826328,"SpATS"
"L024",36.6103814769891,"Hunter.2024","RepP",0.633776267281885,"SpATS"
"L025",35.7387579927903,"Hunter.2024","RepP",0.630689704855134,"SpATS"
"L026",31.9125341803192,"Hunter.2024","RepP",0.624034150788769,"SpATS"
"L027",32.2944647517475,"Hunter.2024","RepP",0.682195136242524,"SpATS"
"L028",33.2689998324964,"Hunter.2024","RepP",0.612570443536377,"SpATS"
"L029",30.7653247657728,"Hunter.2024","RepP",0.683682172481636,"SpATS"
"L030",32.9763541587275,"Hunter.2024","RepP",0.621996390444399,"SpATS"
"L031",34.4910545182932,"Hunter.2024","RepP",0.637117181280811,"SpATS"
"L032",33.9157550091924,"Hunter.2024","RepP",0.603557495838204,"SpATS"
"L033",33.3573289981171,"Hunter.2024","RepP",0.606352281147188,"SpATS"
"L034",36.0079840795593,"Hunter.2024","RepP",0.631041705498677,"SpATS"
"L035",33.6944943368162,"Hunter.2024","RepP",0.640293138703943,"SpATS"
"L036",34.2249248244325,"Hunter.2024","RepP",0.6372267012696,"SpATS"
"L037",31.1982557315416,"Hunter.2024","RepP",0.645476222583566,"SpATS"
"L038",34.2421147733919,"Hunter.2024","RepP",0.599268329983471,"SpATS"
"L039",36.2404797853024,"Hunter.2024","RepP",0.667576686965048,"SpATS"
"L040",34.2733366755643,"Hunter.2024","RepP",0.66271436075993,"SpATS"
"L041",33.7735662477599,"Hunter.2024","RepP",0.614412601432614,"SpATS"
"L042",34.4634694741548,"Hunter.2024","RepP",0.635527131842887,"SpATS"
"L043",34.8981380380422,"Hunter.2024","RepP",0.605863756799788,"SpATS"
"L044",33.1568371203237,"Hunter.2024","RepP",0.618133934409239,"SpATS"
"L045",38.4572458484079,"Hunter.2024","RepP",0.690023505458051,"SpATS"
"L046",33.9909437323687,"Hunter.2024","RepP",0.598357366152209,"SpATS"
"L047",38.2413977088886,"Hunter.2024","RepP",0.651978625006136,"SpATS"
"L048",33.9919233812871,"Hunter.2024","RepP",0.61405015966773,"SpATS"
"L049",32.3748423460073,"Hunter.2024","RepP",0.698799733590772,"SpATS"
"L050",35.7486942023005,"Hunter.2024","RepP",0.607869372617324,"SpATS"
"L051",33.5282094687027,"Hunter.2024","RepP",0.63144235302143,"SpATS"
"L052",34.754704023644,"Hunter.2024","RepP",0.68063099871943,"SpATS"
"L053",35.377878253421,"Hunter.2024","RepP",0.625481903734097,"SpATS"
"L054",31.4494828077941,"Hunter.2024","RepP",0.640744036096057,"SpATS"
"L055",37.3798183086362,"Hunter.2024","RepP",0.628698305978352,"SpATS"
"L056",38.39628303224,"Hunter.2024","RepP",0.62051515484756,"SpATS"
"L057",31.9066080843773,"Hunter.2024","RepP",0.622957218053141,"SpATS"
"L058",33.7631240330965,"Hunter.2024","RepP",0.63416532985606,"SpATS"
"L059",35.9363049209675,"Hunter.2024","RepP",0.639841501671843,"SpATS"
"L060",35.4023571623513,"Hunter.2024","RepP",0.653280266950141,"SpATS"
"L061",36.3260725849285,"Hunter.2024","RepP",0.611492813985492,"SpATS"
"L062",38.3248054895062,"Hunter.2024","RepP",0.668533008794023,"SpATS"
"L063",36.8782854464668,"Hunter.2024","RepP",0.619429168568548,"SpATS"
"L064",34.6843894950582,"Hunter.2024","RepP",0.627097401055396,"SpATS"
"L065",36.257809595864,"Hunter.2024","RepP",0.630992624946412,"SpATS"
"L066",32.9742737292099,"Hunter.2024","RepP",0.626117476009071,"SpATS"
"L067",31.7639629702129,"Hunter.2024","RepP",0.590128107057486,"SpATS"
"L068",32.4756102592346,"Hunter.2024","RepP",0.636029434701152,"SpATS"
"L069",34.316699718002,"Hunter.2024","RepP",0.656263555268357,"SpATS"
"L070",35.5281348091972,"Hunter.2024","RepP",0.611641444990218,"SpATS"
"L071",34.6868589404953,"Hunter.2024","RepP",0.673837793796866,"SpATS"
"L072",35.211144140507,"Hunter.2024","RepP",0.582397770249467,"SpATS"
"L073",33.2260621207973,"Hunter.2024","RepP",0.616611106281215,"SpATS"
"L074",35.8449609211793,"Hunter.2024","RepP",0.648118820095646,"SpATS"
"L075",35.9292125941967,"Hunter.2024","RepP",0.637067385272987,"SpATS"
"L076",36.5682168555719,"Hunter.2024","RepP",0.62994503537438,"SpATS"
"L077",34.8820519788792,"Hunter.2024","RepP",0.630104806390982,"SpATS"
"L078",32.5923300709264,"Hunter.2024","RepP",0.606824443235388,"SpATS"
"L079",36.2376263303421,"Hunter.2024","RepP",0.666784846780769,"SpATS"
"L080",37.1682745900208,"Hunter.2024","RepP",0.661597215426446,"SpATS"
"L081",30.5205246718787,"Hunter.2024","RepP",0.645250548533525,"SpATS"
"L082",37.9926050645462,"Hunter.2024","RepP",0.623322587742319,"SpATS"
"L083",34.3835181500665,"Hunter.2024","RepP",0.647266312072843,"SpATS"
"L084",34.852091942667,"Hunter.2024","RepP",0.602431527969077,"SpATS"
"L085",35.401351269376,"Hunter.2024","RepP",0.619393577973079,"SpATS"
"L086",36.8174020516197,"Hunter.2024","RepP",0.642272520350319,"SpATS"
"L087",36.2277402809078,"Hunter.2024","RepP",0.624822346275108,"SpATS"
"L088",35.5499847307162,"Hunter.2024","RepP",0.667289111715202,"SpATS"
"L089",34.747670461603,"Hunter.2024","RepP",0.608241357395375,"SpATS"
"L090",40.0075871400073,"Hunter.2024","RepP",0.649364317504728,"SpATS"
"L091",33.5288047110778,"Hunter.2024","RepP",0.633469439631176,"SpATS"
"L092",33.1375762326236,"Hunter.2024","RepP",0.584347859267104,"SpATS"
"L093",32.7802818916347,"Hunter.2024","RepP",0.605132353892217,"SpATS"
"L094",32.1909127097039,"Hunter.2024","RepP",0.621922350866795,"SpATS"
"L095",32.5233832687981,"Hunter.2024","RepP",0.616684713283005,"SpATS"
"L096",37.0154481990569,"Hunter.2024","RepP",0.624373773731907,"SpATS"
"L097",33.4294586299791,"Hunter.2024","RepP",0.657130428325317,"SpATS"
"L098",34.9000919690429,"Hunter.2024","RepP",0.607856021201219,"SpATS"
"L099",37.4190595342574,"Hunter.2024","RepP",0.64802938644084,"SpATS"
"L100",35.3592635151992,"Hunter.2024","RepP",0.624228414114509,"SpATS"
"CL2",43.6354876269453,"Clavet.2025","RepP",11.4244156185523,"SpATS"
"CL3",43.6354876269451,"Clavet.2025","RepP",11.4244156185522,"SpATS"
"Extra",43.2287420010084,"Clavet.2025","RepP",7.21263655347027,"SpATS"
"L003",44.3038731700006,"Clavet.2025","RepP",9.05691262551206,"SpATS"
"L004",44.3857291028035,"Clavet.2025","RepP",9.20143125540223,"SpATS"
"L005",44.2133894807857,"Clavet.2025","RepP",8.82198744610544,"SpATS"
"L006",41.7845876739112,"Clavet.2025","RepP",9.40604978511642,"SpATS"
"L008",45.6274941248331,"Clavet.2025","RepP",9.50632603082601,"SpATS"
"L009",43.6012279692444,"Clavet.2025","RepP",11.5673865895109,"SpATS"
"L010",42.2052959996504,"Clavet.2025","RepP",8.69693621177945,"SpATS"
"L013",43.3072239229463,"Clavet.2025","RepP",8.58210585571731,"SpATS"
"L015",45.0311829112806,"Clavet.2025","RepP",8.90942650285792,"SpATS"
"L016",44.4148956447192,"Clavet.2025","RepP",8.70045159704724,"SpATS"
"L017",43.1665010235712,"Clavet.2025","RepP",10.1819647736032,"SpATS"
"L020",39.4102734307086,"Clavet.2025","RepP",9.5473913561994,"SpATS"
"L022",43.6354876269357,"Clavet.2025","RepP",5.57028390595733,"SpATS"
"L024",39.7466561229267,"Clavet.2025","RepP",10.8446234346854,"SpATS"
"L026",40.6544753142813,"Clavet.2025","RepP",7.67576255854113,"SpATS"
"L034",44.1087354143231,"Clavet.2025","RepP",9.38294288390735,"SpATS"
"L039",44.3694898799064,"Clavet.2025","RepP",9.06854225441418,"SpATS"
"L040",43.2231662290555,"Clavet.2025","RepP",9.38705171732184,"SpATS"
"L041",44.7573376237349,"Clavet.2025","RepP",9.49655005345239,"SpATS"
"L045",44.5484129149922,"Clavet.2025","RepP",9.530574466563,"SpATS"
"L047",44.0276613039398,"Clavet.2025","RepP",7.95504003061721,"SpATS"
"L049",43.3758406019439,"Clavet.2025","RepP",9.24549167295454,"SpATS"
"L050",45.0890465098731,"Clavet.2025","RepP",11.3501738718083,"SpATS"
"L056",42.7139843932907,"Clavet.2025","RepP",8.09980963425163,"SpATS"
"L058",43.2130591479334,"Clavet.2025","RepP",10.5281644403223,"SpATS"
"L059",42.5012128324853,"Clavet.2025","RepP",9.0123221901409,"SpATS"
"L061",42.5989413175039,"Clavet.2025","RepP",8.80340577348845,"SpATS"
"L062",44.9666973671115,"Clavet.2025","RepP",10.0245972403659,"SpATS"
"L065",44.2029888821666,"Clavet.2025","RepP",11.0507442736614,"SpATS"
"L066",45.2637924027376,"Clavet.2025","RepP",7.62268640864101,"SpATS"
"L069",44.8951236567441,"Clavet.2025","RepP",8.95168137178306,"SpATS"
"L070",46.1557154619953,"Clavet.2025","RepP",9.65647285218877,"SpATS"
"L071",42.040272552244,"Clavet.2025","RepP",9.74460643435092,"SpATS"
"L084",44.1386382323961,"Clavet.2025","RepP",7.9611483034432,"SpATS"
"L090",45.5953518554652,"Clavet.2025","RepP",7.69593075914424,"SpATS"
"L093",43.6354876269426,"Clavet.2025","RepP",11.4244156185522,"SpATS"
"L096",43.3696079652724,"Clavet.2025","RepP",8.3285835002165,"SpATS"
"L099",43.6252208031281,"Clavet.2025","RepP",9.87508563987596,"SpATS"
"L100",44.2866845830017,"Clavet.2025","RepP",9.18717821562328,"SpATS"
"CL1",39.8384157884779,"Hunter.2025","RepP",1.05046726448198,"SpATS"
"CL2",40.2905256257235,"Hunter.2025","RepP",1.04565275689388,"SpATS"
"CL3",39.5891484876649,"Hunter.2025","RepP",1.06639219794988,"SpATS"
"Extra",39.6027383452894,"Hunter.2025","RepP",0.877048323043706,"SpATS"
"L001",37.8026672255285,"Hunter.2025","RepP",0.861628354105044,"SpATS"
"L002",37.2687473602676,"Hunter.2025","RepP",0.813993182575117,"SpATS"
"L003",39.9826104184051,"Hunter.2025","RepP",0.889777639897682,"SpATS"
"L004",38.6602491182573,"Hunter.2025","RepP",0.862410129376847,"SpATS"
"L005",40.4505728551751,"Hunter.2025","RepP",0.827370165200652,"SpATS"
"L006",39.5721682848193,"Hunter.2025","RepP",0.834172230648761,"SpATS"
"L007",39.1343963477277,"Hunter.2025","RepP",0.848510442479997,"SpATS"
"L008",39.9677674018369,"Hunter.2025","RepP",0.820432458330533,"SpATS"
"L009",38.8247680182895,"Hunter.2025","RepP",0.910698303584941,"SpATS"
"L010",37.7103853130583,"Hunter.2025","RepP",0.862949229352772,"SpATS"
"L011",41.4128473437337,"Hunter.2025","RepP",0.836146884495676,"SpATS"
"L012",38.756607236667,"Hunter.2025","RepP",0.872971455088354,"SpATS"
"L013",40.230877599892,"Hunter.2025","RepP",0.869671953901262,"SpATS"
"L014",38.5218389813423,"Hunter.2025","RepP",0.846153179032702,"SpATS"
"L015",39.2197680157523,"Hunter.2025","RepP",0.875018081957197,"SpATS"
"L016",38.678103694416,"Hunter.2025","RepP",0.832238630689178,"SpATS"
"L017",40.0506363284456,"Hunter.2025","RepP",0.833798866291204,"SpATS"
"L018",40.0220348864873,"Hunter.2025","RepP",0.863038557538665,"SpATS"
"L019",38.2334159072496,"Hunter.2025","RepP",0.856646943628418,"SpATS"
"L020",38.6707230920276,"Hunter.2025","RepP",0.843413677800645,"SpATS"
"L021",38.9930976561703,"Hunter.2025","RepP",0.838176344933288,"SpATS"
"L022",38.6154318372151,"Hunter.2025","RepP",0.878711609103841,"SpATS"
"L023",39.122349097492,"Hunter.2025","RepP",0.846252336219245,"SpATS"
"L024",40.2109019623902,"Hunter.2025","RepP",0.833470523153317,"SpATS"
"L025",38.4427900112466,"Hunter.2025","RepP",0.86370019138861,"SpATS"
"L026",38.2707316948262,"Hunter.2025","RepP",0.810844923547768,"SpATS"
"L027",37.8171937915486,"Hunter.2025","RepP",0.868613693747585,"SpATS"
"L028",37.1692727583233,"Hunter.2025","RepP",0.853484750563961,"SpATS"
"L029",37.9498940084514,"Hunter.2025","RepP",0.886368825530601,"SpATS"
"L030",37.2331016496419,"Hunter.2025","RepP",0.916239367831773,"SpATS"
"L031",39.8024322228527,"Hunter.2025","RepP",0.851513654804469,"SpATS"
"L032",37.8486494182604,"Hunter.2025","RepP",0.859410326831096,"SpATS"
"L033",38.2137796125842,"Hunter.2025","RepP",0.892011265530604,"SpATS"
"L034",41.1597212428865,"Hunter.2025","RepP",0.846240085972492,"SpATS"
"L035",38.6641818748875,"Hunter.2025","RepP",0.876390295287943,"SpATS"
"L036",37.8956584382804,"Hunter.2025","RepP",0.821413379451114,"SpATS"
"L037",37.9685336604717,"Hunter.2025","RepP",0.808201230249302,"SpATS"
"L038",38.4036275460586,"Hunter.2025","RepP",0.870653847069135,"SpATS"
"L039",39.7160365436086,"Hunter.2025","RepP",0.82423280454864,"SpATS"
"L040",38.3771359873641,"Hunter.2025","RepP",0.827718351163122,"SpATS"
"L041",40.0337732081744,"Hunter.2025","RepP",0.836299041894929,"SpATS"
"L042",39.0033383640844,"Hunter.2025","RepP",0.830455301174104,"SpATS"
"L043",38.3133188903075,"Hunter.2025","RepP",0.875260923410148,"SpATS"
"L044",38.3708536143208,"Hunter.2025","RepP",0.884461920183109,"SpATS"
"L045",40.7575511879062,"Hunter.2025","RepP",0.847719633744128,"SpATS"
"L046",39.7011982146171,"Hunter.2025","RepP",0.817616627207534,"SpATS"
"L047",40.2707622034703,"Hunter.2025","RepP",0.864765499444,"SpATS"
"L048",40.6223114243792,"Hunter.2025","RepP",0.853982313106558,"SpATS"
"L049",39.4319034413376,"Hunter.2025","RepP",0.854892056486631,"SpATS"
"L050",38.5762771279124,"Hunter.2025","RepP",0.818840440026639,"SpATS"
"L051",38.1022653428636,"Hunter.2025","RepP",0.839822579151153,"SpATS"
"L052",37.2400284596532,"Hunter.2025","RepP",0.829436878523949,"SpATS"
"L053",39.8017084782038,"Hunter.2025","RepP",0.889865655892281,"SpATS"
"L054",37.4096752455556,"Hunter.2025","RepP",0.847195825394229,"SpATS"
"L055",39.9714438770345,"Hunter.2025","RepP",0.835005842004291,"SpATS"
"L056",41.0633525316186,"Hunter.2025","RepP",0.883295138400425,"SpATS"
"L057",38.8525278256275,"Hunter.2025","RepP",0.854498247291365,"SpATS"
"L058",38.2558694154125,"Hunter.2025","RepP",0.830075331458287,"SpATS"
"L059",40.3716893398068,"Hunter.2025","RepP",0.839153709597858,"SpATS"
"L060",40.5059429483157,"Hunter.2025","RepP",0.815562215584084,"SpATS"
"L061",39.2132034220434,"Hunter.2025","RepP",0.803348230957296,"SpATS"
"L062",40.2563223140936,"Hunter.2025","RepP",0.844169451030004,"SpATS"
"L063",39.4785234392976,"Hunter.2025","RepP",0.840209873701487,"SpATS"
"L064",38.8493254776815,"Hunter.2025","RepP",0.843397685884039,"SpATS"
"L065",40.6062423400522,"Hunter.2025","RepP",0.907192456291082,"SpATS"
"L066",38.9209537081331,"Hunter.2025","RepP",0.821356854157768,"SpATS"
"L067",39.1693906898525,"Hunter.2025","RepP",0.834971161922373,"SpATS"
"L068",39.6092565263729,"Hunter.2025","RepP",0.831219881783278,"SpATS"
"L069",39.7436778109563,"Hunter.2025","RepP",0.830721046976216,"SpATS"
"L070",42.2569988690249,"Hunter.2025","RepP",0.893001873694402,"SpATS"
"L071",40.2140850132851,"Hunter.2025","RepP",0.890609833502117,"SpATS"
"L072",39.1333141079972,"Hunter.2025","RepP",0.820786809704654,"SpATS"
"L073",39.6506265205291,"Hunter.2025","RepP",0.902371440787292,"SpATS"
"L074",38.5154835817537,"Hunter.2025","RepP",0.838692896348675,"SpATS"
"L075",39.1639790285829,"Hunter.2025","RepP",0.854800475035487,"SpATS"
"L076",39.0419207035084,"Hunter.2025","RepP",0.808930159915432,"SpATS"
"L077",40.0810095538682,"Hunter.2025","RepP",0.90944027566583,"SpATS"
"L078",37.9001012638083,"Hunter.2025","RepP",0.868069267118275,"SpATS"
"L079",40.0801805939709,"Hunter.2025","RepP",0.866896465657533,"SpATS"
"L080",39.8153677384897,"Hunter.2025","RepP",0.810239026150003,"SpATS"
"L081",38.3455923637018,"Hunter.2025","RepP",0.856886409042325,"SpATS"
"L082",39.4083061875704,"Hunter.2025","RepP",0.801051814780715,"SpATS"
"L083",39.5669421705626,"Hunter.2025","RepP",0.819145815818972,"SpATS"
"L084",38.1973553198361,"Hunter.2025","RepP",0.836049831459469,"SpATS"
"L085",39.2580745164214,"Hunter.2025","RepP",0.820498337660139,"SpATS"
"L086",38.4284355415387,"Hunter.2025","RepP",0.893962186286406,"SpATS"
"L087",40.1453988847539,"Hunter.2025","RepP",0.834302150748642,"SpATS"
"L088",39.4968090755502,"Hunter.2025","RepP",0.870640697289894,"SpATS"
"L089",38.9031687389963,"Hunter.2025","RepP",0.859957202770737,"SpATS"
"L090",41.7166865918413,"Hunter.2025","RepP",0.854975109291281,"SpATS"
"L091",39.7151649627543,"Hunter.2025","RepP",0.866962671945725,"SpATS"
"L092",38.8123705272178,"Hunter.2025","RepP",0.884311006277801,"SpATS"
"L093",39.2003714644252,"Hunter.2025","RepP",0.850557828765746,"SpATS"
"L094",38.0573696343288,"Hunter.2025","RepP",0.812142441795786,"SpATS"
"L095",39.1559770052748,"Hunter.2025","RepP",0.853122182784305,"SpATS"
"L096",40.1046133028623,"Hunter.2025","RepP",0.868477902054473,"SpATS"
"L097",40.5816644987251,"Hunter.2025","RepP",0.855155447566085,"SpATS"
"L098",39.2823794742239,"Hunter.2025","RepP",0.82590202995561,"SpATS"
"L099",40.6612961552965,"Hunter.2025","RepP",0.870540362964437,"SpATS"
"L100",40.0647998414549,"Hunter.2025","RepP",0.885780443323511,"SpATS"
"CL1",2.49470777844758,"Clavet.2024","lodging",0.0472167539028967,"SpATS"
"CL2",4.01742303601255,"Clavet.2024","lodging",0.0471333017776252,"SpATS"
"CL3",1.91766033710884,"Clavet.2024","lodging",0.0464411873707932,"SpATS"
"Extra",2.75540280304731,"Clavet.2024","lodging",0.0364142240672873,"SpATS"
"L001",1.46249250226335,"Clavet.2024","lodging",0.0347462647506377,"SpATS"
"L002",2.93810086442264,"Clavet.2024","lodging",0.0357319493100466,"SpATS"
"L003",1.8304186321059,"Clavet.2024","lodging",0.0370526433591453,"SpATS"
"L004",1.67490741598717,"Clavet.2024","lodging",0.03203061947269,"SpATS"
"L005",2.49346544321748,"Clavet.2024","lodging",0.0352778572552116,"SpATS"
"L006",1.70008530858906,"Clavet.2024","lodging",0.0357023905885555,"SpATS"
"L007",1.5147620610004,"Clavet.2024","lodging",0.0329242298274277,"SpATS"
"L008",2.55491739553467,"Clavet.2024","lodging",0.0325669738396829,"SpATS"
"L009",1.9156257704788,"Clavet.2024","lodging",0.0339013049373438,"SpATS"
"L010",1.93724574986306,"Clavet.2024","lodging",0.0349553526259774,"SpATS"
"L011",1.98222735943934,"Clavet.2024","lodging",0.0334736006060685,"SpATS"
"L012",1.70749252968504,"Clavet.2024","lodging",0.0337954059377242,"SpATS"
"L013",2.95531645026891,"Clavet.2024","lodging",0.0340953790163753,"SpATS"
"L014",2.50817575615337,"Clavet.2024","lodging",0.0327899710814051,"SpATS"
"L015",2.3348391895601,"Clavet.2024","lodging",0.036658112676153,"SpATS"
"L016",3.66832834512916,"Clavet.2024","lodging",0.0335923108708573,"SpATS"
"L017",2.96814973575034,"Clavet.2024","lodging",0.0350372440269104,"SpATS"
"L018",3.28433631213514,"Clavet.2024","lodging",0.0348424866239616,"SpATS"
"L019",4.27526689028118,"Clavet.2024","lodging",0.0379318650328797,"SpATS"
"L020",3.23292173845392,"Clavet.2024","lodging",0.0341624094444885,"SpATS"
"L021",2.35949151880794,"Clavet.2024","lodging",0.0356365614264777,"SpATS"
"L022",3.87838328987171,"Clavet.2024","lodging",0.0386285643602482,"SpATS"
"L023",4.56794935458442,"Clavet.2024","lodging",0.0331352515718818,"SpATS"
"L024",4.58242980327204,"Clavet.2024","lodging",0.0333049527029477,"SpATS"
"L025",4.69931203724183,"Clavet.2024","lodging",0.0346885875749538,"SpATS"
"L026",2.58489427200799,"Clavet.2024","lodging",0.0350246634391399,"SpATS"
"L027",2.96648918941572,"Clavet.2024","lodging",0.033562080884446,"SpATS"
"L028",4.26226923580429,"Clavet.2024","lodging",0.0338882045957574,"SpATS"
