"GEN","Y","Y_R","CV","CV_R","ACV","ACV_R","POLAR","POLAR_R","Var","Var_R","Shukla","Shukla_R","Wi_g","Wi_g_R","Wi_f","Wi_f_R","Wi_u","Wi_u_R","Ecoval","Ecoval_R","bij","Sij","Sij_R","R2","R2_R","ASTAB","ASTAB_R","ASI","ASI_R","ASV","ASV_R","AVAMGE","AVAMGE_R","DA","DA_R","DZ","DZ_R","EV","EV_R","FA","FA_R","MASI","MASI_R","MASV","MASV_R","SIPC","SIPC_R","ZA","ZA_R","WAAS","WAAS_R","WAASB","WAASB_R","HMGV","HMGV_R","RPGV","RPGV_R","HMRPGV","HMRPGV_R","Pi_a","Pi_a_R","Pi_f","Pi_f_R","Pi_u","Pi_u_R","Gai","Gai_R","S1","S1_R","S2","S2_R","S3","S3_R","S6","S6_R","N1","N1_R","N2","N2_R","N3","N3_R","N4","N4_R"
"L007",1183.97625,5,48.1056857053889,47,52.8928279260164,71,0.0695039453469873,71,973195.41736875,97,10789.2131164916,70,120.253222082382,2,121.817092758461,2,118.700424966074,13,1537714.76353984,70,1.22018568443285,-551.859251348233,25,0.999633115856682,5,23.9966387106182,60,3.00313116192775,83,11.7920995988755,83,351.571143603561,75,178.985262634703,70,0.137505367633707,48,0.00630257537602699,48,32035.7242404134,70,3.00365105136057,83,13.1775586603432,65,7.07590026639073,56,0.0970806001340881,70,3.50685709875756,75,3.28290161395929,79,992.21779149426,6,1.23577006119024,5,1.23524594223203,5,8305.90943125,5,4655.35965625001,3,11956.45920625,13,1079.27463499013,5,0.1667,4,1714.9167,77,2.5756,15,0.3077,11.5,35.75,91,3.97222222222222,102,3.3361,100,0.0155,14
"L008",1017.455,41,45.8260785238046,38,47.1986865466549,38,-0.0294298028634495,38,652194.39975,44,1293.95811447854,11,98.0963227636171,28,96.7756539475866,41,105.443252512025,31,196692.595563247,11,0.995930630849321,1313.08677267412,44,0.993733552424561,44,4.52591861381286,10,0.596906432749276,12,2.34148466500353,12,108.739364156221,12,64.0137673283463,11,0.0712071140315096,10,0.00169015102956547,10,4097.76240756765,11,0.59727447113221,11,6.69280314984019,20,2.75030189670631,7,0.0259815671544361,9,0.826862000718277,11,0.77254579070259,9,865.107053478648,40,1.07131998082401,41,1.06951463496803,41,44804.362584375,40,64680.4957625,46,24928.22940625,40,938.044424461285,39,6.3333,62,429.3333,18,2.9508,16,0.3607,14,15,16,0.357142857142857,32,0.4078,31,0.1439,62
"L009",849.68125,81,37.3162263859414,6,35.5608142209155,4,-0.275346236683596,4,301598.21196875,4,24392.2842268713,94,73.9005971273699,70,73.0197947156138,90,100.912032041494,35,3458886.96035964,94,0.675645037781431,928.073418560012,36,0.989002205002647,60,50.3894965338765,90,4.69662087754655,97,18.4423669804771,97,486.108856396439,94,268.440207509033,94,0.188296807475815,78,0.011818562568528,78,72060.1450074927,94,4.69671804897472,97,18.5959557454188,90,8.20123433676964,68,0.131687745164173,94,4.91608885367755,95,4.47953717362679,94,749.807691340749,62,0.916363576974352,72,0.910493104454501,70,123675.33361875,83,208532.20398125,91,38818.46325625,51,804.323222946395,68,3.5,40.5,2260.6667,97,42.3944,91,2.1408,91,40.5,97,0.604477611940298,66,0.5925,56,0.0504,30
"L010",769.15,95,50.0841587702257,59,45.7223232635182,29,-0.0570330495156433,29,445188.67785,17,7349.1443989628,51,76.1672235633193,67,75.0252817523023,85,76.5149295207126,67,1051871.21235656,51,0.8238944226085,94.3769701403326,6,0.996294779063279,29,18.0707976119187,47,2.28071383319511,57,8.95468279396323,57,294.313856396439,65,148.033724504796,51,0.125605657829129,44,0.00525892709289611,44,21913.9835907617,51,2.2807734765174,56,12.1614435244018,61,6.18607493859159,49,0.0812392690365346,57,2.87942874157287,59,2.67997332557957,59,626.948772362522,86,0.795036595868293,92,0.794287662501328,88,153989.041721875,94,225801.9012625,95,82176.18218125,85,696.644788666886,88,1.8333,28,1518,73,10.5522,45,1.3731,71,33.5,84,0.382857142857143,36,0.3823,27,0.0208,19
"L011",1082.27375,23,45.2334336529787,33,47.8455618581233,42,-0.017606311345687,42,718976.36986875,58,978.515841114451,7,105.09288921735,13,107.190993682574,17,107.8361620977,27,152142.440648132,7,1.04774313820219,109.733859568845,7,0.997663016116754,22,4.20654255787196,9,0.590503423112324,11,2.31800579263211,11,94.5210516064219,8,56.2995042621994,7,0.0806302683115854,14,0.00216708005599942,14,3169.6341801694,7,0.602834747821926,12,4.43992055062867,10,3.43293070887173,14,0.0287548247073926,13,0.925754033983747,13,0.900686655876183,13,919.349835834508,26,1.1394236156338,27,1.13757805530673,25,27379.01684375,21,35283.50778125,26,19474.52590625,29,997.137772192902,26,3.1667,38.5,296.6667,8,3.0667,18,0.4,16.5,12,10,0.39344262295082,37,0.4972,44,0.1056,55
"L012",962.67125,59,52.8836176061102,73,53.1831650909172,73,0.0742587306625713,73,777534.32591875,68,25980.7388847409,95,77.6074492033203,64,64.8172069811755,99,83.1208900280058,59,3683225.63357883,95,1.03626017091308,37206.9946868291,103,0.902416195254552,101,81.309791380439,99,2.90350017431377,80,11.3929270461152,80,473.57436415622,92,277.008785720283,95,0.297199513914884,102,0.0294425170237478,102,76733.8673662256,95,2.90422455587318,80,28.1516526484784,103,12.211056501053,96,0.126480038079046,91,4.16013194240126,85,3.77677205836589,85,799.063380212072,54,1.00322939278177,57,0.993120951110574,57,70129.17740625,59,103785.29140625,63,36473.06340625,48,871.582317555866,57,16.6667,103.5,2040.6667,93,47.5813,98,1.6749,83,36.5,94,0.722772277227723,74,0.7211,67,0.3072,89
"L013",1280.92875,1,44.2252947162081,28,50.3048039066312,55,0.0259292916068172,55,962748.10586875,96,10246.0114241467,68,124.889791946597,1,125.339303864441,1,139.955202615797,1,1460997.97068249,68,1.21341429848893,-391.756071997097,18,0.99929653839716,7,23.6749944627618,59,2.83071239726878,76,11.1147048875857,76,346.551143603561,74,174.463342059448,68,0.139078507981101,50,0.00644761046074975,50,30437.4577225519,68,2.83081792515176,76,13.5231132595366,67,6.9853262587815,55,0.0954564139997387,69,3.42481165672775,72,3.25212370002786,78,1101.22495686991,1,1.35525450569276,1,1.35148101871978,1,1381.80245,1,0,1,2763.6049,4,1185.19132377352,1,1,14.5,1771.5833,82,0.1165,1,0.0583,1,36.25,92.5,36.25,104,18.2256,104,0.5,99
"L014",1084.0625,21,41.5545300344312,18,43.9855182727177,23,-0.0906702021346256,23,608788.791125,35,1373.69058360733,12,98.3050562404821,26,107.195868880461,16,110.420435582614,21,207953.273510959,12,0.962536668150319,977.261593594401,38,0.99439002211168,40,7.46721209564352,20,0.507241285889732,9,1.99163622900249,9,112.772408002861,13,65.820664420922,12,0.118508986210727,33,0.00468145993756474,33,4332.35986481163,12,0.547706132474987,9,3.60113966992998,8,3.82374835655871,18,0.0264985575743622,10,0.825065915728608,10,0.67014834899068,8,942.509198159,18,1.15683280867635,20,1.15063556724274,19,29580.863090625,26,45305.638025,36,13856.08815625,17,1012.81271604218,20,1.1667,18,424.25,17,5.4792,26,0.4473,21,12.25,11,0.429824561403509,46,0.6668,64,0.0436,27
"L015",967.85875,55,39.6903307818781,10,40.0077465815913,13,-0.173001447970254,13,442705.23016875,15,8913.20856091122,62,87.4695624622501,43,84.7820961123028,73,108.654798619983,25,1272765.19707481,62,0.818472592723445,1761.86228094181,49,0.988740830936956,61,19.1451833619642,52,2.81756286631454,74,11.0637747552025,74,270.284584237356,58,162.837162852112,62,0.120722940085739,37,0.00485800942098168,37,26515.9416057254,62,2.8184692765673,74,11.3150191108784,54,5.8403881661924,44,0.0835092129998707,61,3.06489822176928,65,2.76177948417601,63,846.385503182402,44,1.0369311734208,49,1.03152104857807,47,67246.64936875,57,110669.89545625,68,23823.40328125,35,909.269892785761,45,6.3333,62,962.9167,46,16.1982,61,0.9401,53,23.25,46.5,0.5,58,0.5295,47,0.1248,58
"L016",1028.13625,39,52.0888948029447,68,53.8912093446397,76,0.0857462297429885,76,860424.72956875,79,4926.05109166267,37,97.4892588340782,31,106.894848109941,18,95.7017139044018,44,709655.880648652,37,1.14709314875389,-406.903562410607,20,0.999248090713078,9,11.067698182384,29,2.07187764289402,50,8.13562165188345,50,229.821143603563,46,121.591519085476,37,0.095240784077156,22,0.00302360231721049,22,14784.4975135136,37,2.07318114887464,50,8.53768456488489,36,4.8142229264989,29,0.0644732448351918,44,2.33688090193983,46,2.15172190296421,46,834.543338261112,47,1.0573571306732,42,1.05649339611992,42,39191.71011875,34,39854.143925,29,38529.2763125,50,921.336700149044,43,0.5,9.5,830,37,5.5961,27,0.5804,31,24.5,56.5,0.604938271604938,67,0.6048,59,0.0121,8
