"GEN","Y","Y_R","ASTAB","ASTAB_R","ssiASTAB","ASI","ASI_R","ASI_SSI","ASV","ASV_R","ASV_SSI","AVAMGE","AVAMGE_R","AVAMGE_SSI","DA","DA_R","DA_SSI","DZ","DZ_R","DZ_SSI","EV","EV_R","EV_SSI","FA","FA_R","FA_SSI","MASI","MASI_R","MASI_SSI","MASV","MASV_R","MASV_SSI","SIPC","SIPC_R","SIPC_SSI","ZA","ZA_R","ZA_SSI","WAAS","WAAS_R","WAAS_SSI"
"L047",51.3888157894737,76,0.0191076611879478,11,87,0.0650511579630743,30,106,0.204043310722669,30,106,0.61257514823268,12,88,0.377397454883499,14,90,0.0511331925707324,4,80,0.0008715344608252,4,80,0.142428838952542,14,90,0.065057056812678,28,104,0.292115811320896,14,90,0.201614971976996,10,86,0.0320958052248107,19,95,0.0878727617411028,22,98
"L048",51.5875,70,0.0915955602691714,42,112,0.0716692693297508,33,103,0.224814772146379,33,103,1.11452601878572,35,105,0.662891106343011,37,107,0.143857256818785,52,122,0.00689830344647532,52,122,0.439424618868661,37,107,0.0790370604456467,30,100,0.39171064407711,30,100,0.464201853371939,46,116,0.0498653337734407,37,107,0.125093056813093,35,105
"L049",54.4625,12,0.0313031007474853,17,29,0.0829753125852449,38,50,0.260282405389976,38,50,0.817838306127433,25,37,0.476527315506165,23,35,0.0679328009689481,14,26,0.00153828848249557,14,26,0.227078282423512,23,35,0.0833846100996024,33,45,0.331807032186718,19,31,0.290827737679737,19,31,0.0420279639567479,29,41,0.113465755261446,31,43
"L050",51.0875,80,0.53209264567832,99,179,0.304904300182908,96,176,0.956274658437649,96,176,3.01117232140293,92,172,1.92297352045197,96,176,0.280901497178676,98,178,0.0263018837057405,98,178,3.69782716035945,96,176,0.305437652359128,96,176,1.62682552404708,101,181,1.1488724488858,102,182,0.166015429979196,102,182,0.443792887922008,100,180
"L051",51.9125,60,0.0150454826015457,6,66,0.0262916742114662,4,64,0.0824209646835711,4,64,0.42430165981136,3,63,0.274102991897079,5,65,0.0563969385894593,8,68,0.00106020489408775,8,68,0.0751324501669302,5,65,0.028678489090737,3,63,0.225955626122394,7,67,0.181156640803787,5,65,0.0177019445842805,3,63,0.042007045309614,3,63
"L052",53.5375,22,0.107091011046867,45,67,0.0244330673385749,2,24,0.0766467966278842,2,24,1.17761394715308,40,62,0.656850756851884,36,58,0.163876407565287,65,87,0.00895182565216803,65,87,0.431452916776893,36,58,0.0473036745997548,12,34,0.33489883619412,20,42,0.382418740411585,36,58,0.0306375280872506,16,38,0.0693319691101561,13,35
"L053",52.175,51,0.0461459631107688,27,78,0.106511854422653,48,99,0.3341364405521,48,99,1.16783830612745,39,90,0.585838736942859,32,83,0.082204265150186,21,72,0.00225251373629403,21,72,0.343207025702805,32,83,0.107153126881027,48,99,0.354868342646252,24,75,0.316144241809591,22,73,0.0467144742866714,35,86,0.127878369017948,36,87
"L054",52.4125,40,0.193438963730462,73,113,0.13503042205609,56,96,0.423295349621811,56,96,2.08882767859707,76,116,1.08743066739143,70,110,0.179328691118303,71,111,0.0107195931527345,71,111,1.18250545638337,70,110,0.135908317060006,57,97,1.07870088992462,86,126,0.56669025223451,58,98,0.0655624781535765,51,91,0.161984044018668,49,89
"L055",52.2625,44.5,0.127036352358037,51,95.5,0.116208440702166,52,96.5,0.364311756736473,52,96.5,1.71117232140293,62,106.5,0.895997428952769,52,96.5,0.14213786650716,51,95.5,0.00673439103173573,51,95.5,0.802811392689973,52,96.5,0.116317563626606,51,95.5,0.893682512855974,76,120.5,0.44917299185431,44,88.5,0.0584612188103678,44,88.5,0.149647912635105,46,90.5
"L056",52.4875,36.5,0.119195463304069,49,85.5,0.121973608095952,54,90.5,0.382461067293592,54,90.5,1.61117232140294,58,94.5,0.87567755918413,51,87.5,0.137792945402491,46,82.5,0.00632896526756458,46,82.5,0.766811187658675,51,87.5,0.12244502813112,54,90.5,0.819384190668064,69,105.5,0.523901108612965,54,90.5,0.0696382961855102,57,93.5,0.181248061454342,55,91.5
