plot,Unique ID,Lentil,Rep,Col,Row,Block,BlockRow,BlockCol,Name,Name_SNPset,ENV,DTE,DTF,DTM,lodging,yield,PRT
1501,2024_1501_Extra,Extra,1,21,18,11,8,1,NA,,Hunter_2024,15,44,81,2,746.5,25.63
1518,2024_1518_Extra,Extra,1,23,19,11,9,3,NA,,Hunter_2024,15,44,77,3,588.3,24.87
1562,2024_1562_Extra,Extra,1,22,21,17,1,2,NA,,Hunter_2024,15,45,76,3,529.6,25.59
1591,2024_1591_Extra,Extra,1,10,22,14,2,5,NA,,Hunter_2024,15,44,79,3,882.4,25.82
2002,2024_2002_Extra,Extra,1,19,36,22,7,4,NA,,Hunter_2024,15,45,76,3,456.8,25.53
2505,2024_2505_Extra,Extra,2,16,53,34,5,1,NA,,Hunter_2024,13,44,76,3,523.8,24.59
2587,2024_2587_Extra,Extra,2,7,56,32,8,2,NA,,Hunter_2024,12,45,76,2,479.5,24.97
2657,2024_2657_Extra,Extra,2,17,59,40,1,2,NA,,Hunter_2024,13,47,78,2,499.6,25.61
2790,2024_2790_Extra,Extra,2,30,63,42,5,5,NA,,Hunter_2024,13,46,80,3,415.2,25.29
2966,2024_2966_Extra,Extra,2,26,69,48,2,1,NA,,Hunter_2024,13,46,80,4,605.6,25.32
3058,2024_3058_Extra,Extra,2,3,72,43,5,3,NA,,Hunter_2024,13,45,80,3,506.4,25.18
3072,2024_3072_Extra,Extra,2,12,73,45,6,2,NA,,Hunter_2024,12,46,84,3,787.4,24.88
3123,2024_3123_Extra,Extra,2,3,75,43,8,3,NA,,Hunter_2024,13,47,78,2,539.2,25.78
3354,2024_3354_Extra,Extra,1,27,7,6,6,2,NA,,Clavet_2024,15,52,84,3,699,24.65
3486,2024_3486_Extra,Extra,1,15,11,9,1,5,NA,,Clavet_2024,15,53,85,3,723.4,25.48
3551,2024_3551_Extra,Extra,1,10,13,8,3,5,NA,,Clavet_2024,15,52,85,3,826.7,24.61
3559,2024_3559_Extra,Extra,1,2,13,7,3,2,NA,,Clavet_2024,15,53,88,3,602.9,25.06
3670,2024_3670_Extra,Extra,1,11,17,9,7,1,NA,,Clavet_2024,15,53,84,3,708,24.06
3693,2024_3693_Extra,Extra,1,13,18,9,8,3,NA,,Clavet_2024,15,52,85,3,766.7,24.94
3920,2024_3920_Extra,Extra,1,1,26,13,6,1,NA,,Clavet_2024,15,52,84,3,469,25.23
4007,2024_4007_Extra,Extra,1,27,29,18,9,2,NA,,Clavet_2024,15,53,86,3,728.9,24.89
4656,2024_4656_Extra,Extra,2,5,51,31,3,5,NA,,Clavet_2024,14,52,83,3,634.3,24.32
4697,2024_4697_Extra,Extra,2,24,53,35,5,4,NA,,Clavet_2024,14,52,85,2,681.3,24.76
4745,2024_4745_Extra,Extra,2,25,54,35,6,5,NA,,Clavet_2024,14,52,82,3,724.8,25.15
4958,2024_4958_Extra,Extra,2,3,62,37,4,3,NA,,Clavet_2024,14,52,85,3,536.9,25.51
5016,2024_5016_Extra,Extra,2,5,64,37,6,5,NA,,Clavet_2024,14,52,86,3,631.6,24.28
5097,2024_5097_Extra,Extra,2,17,67,40,9,2,NA,,Clavet_2024,14,52,83,3,655.3,24.29
5207,2024_5207_Extra,Extra,2,7,71,44,4,2,NA,,Clavet_2024,14,52,85,3,859.3,23.86
5227,2024_5227_Extra,Extra,2,27,71,48,4,2,NA,,Clavet_2024,14,52,85,3,739.1,25.25
7327,2025_7327_Extra,Extra,1,7,6,2,5,2,NA,,Hunter_2025,16,52,90,2,,
7330,2025_7330_Extra,Extra,1,10,6,2,5,5,NA,,Hunter_2025,16,52,89,2,,
7351,2025_7351_Extra,Extra,1,30,7,6,6,5,NA,,Hunter_2025,16,51,95,4,,
7401,2025_7401_Extra,Extra,1,21,8,5,7,1,NA,,Hunter_2025,16,52,95,3,,
7759,2025_7759_Extra,Extra,1,19,21,16,1,4,NA,,Hunter_2025,16,56,94,2,,
7766,2025_7766_Extra,Extra,1,26,21,18,1,1,NA,,Hunter_2025,16,53,95,2,,
7824,2025_7824_Extra,Extra,1,24,23,17,3,4,NA,,Hunter_2025,16,56,100,2,,
7855,2025_7855_Extra,Extra,1,6,24,14,4,1,NA,,Hunter_2025,16,56,89,3,,
8406,2025_8406_Extra,Extra,2,15,43,27,4,5,NA,,Hunter_2025,15,52,93,1,,
8592,2025_8592_Extra,Extra,2,9,49,32,1,4,NA,,Hunter_2025,15,53,92,1,,
8683,2025_8683_Extra,Extra,2,23,52,35,4,3,NA,,Hunter_2025,16,52,92,2,,
8706,2025_8706_Extra,Extra,2,15,53,33,5,5,NA,,Hunter_2025,15,52,96,1,,
8754,2025_8754_Extra,Extra,2,27,55,36,7,2,NA,,Hunter_2025,16,52,92,3,,
8995,2025_8995_Extra,Extra,2,26,64,42,6,1,NA,,Hunter_2025,16,51,93,3,,
9176,2025_9176_Extra,Extra,2,25,70,47,3,5,NA,,Hunter_2025,17,51,90,3,,
9182,2025_9182_Extra,Extra,2,19,70,46,3,4,NA,,Hunter_2025,16,51,92,3,,
5051,2025_5051_Extra,Extra,1,10,3,2,2,5,NA,,Clavet_2025,11,55,0,3,,
5192,2025_5192_Extra,Extra,1,12,8,3,7,2,NA,,Clavet_2025,11,53,0,1,,
5200,2025_5200_Extra,Extra,1,20,8,4,7,5,NA,,Clavet_2025,11,53,0,4,,
5529,2025_5529_Extra,Extra,1,12,19,9,9,2,NA,,Clavet_2025,11,53,0,1,,
5712,2025_5712_Extra,Extra,1,9,26,14,6,4,NA,,Clavet_2025,11,53,0,4,,
5792,2025_5792_Extra,Extra,1,12,29,15,9,2,NA,,Clavet_2025,11,53,0,2,,
5804,2025_5804_Extra,Extra,1,24,29,17,9,4,NA,,Clavet_2025,11,54,0,2,,
6041,2025_6041_Extra,Extra,1,21,37,23,8,1,NA,,Clavet_2025,11,55,0,2,,
6385,2025_6385_Extra,Extra,2,16,49,34,1,1,NA,,Clavet_2025,11,55,0,2,,
6443,2025_6443_Extra,Extra,2,18,51,34,3,3,NA,,Clavet_2025,11,55,0,2,,
6548,2025_6548_Extra,Extra,2,28,54,36,6,3,NA,,Clavet_2025,11,55,0,4,,
6663,2025_6663_Extra,Extra,2,23,59,41,1,3,NA,,Clavet_2025,11,56,99,2,,
7024,2025_7024_Extra,Extra,2,24,71,47,4,4,NA,,Clavet_2025,11,54,0,3,,
7042,2025_7042_Extra,Extra,2,19,72,46,5,4,NA,,Clavet_2025,12,54,0,2,,
7096,2025_7096_Extra,Extra,2,25,74,47,7,5,NA,,Clavet_2025,11,54,0,3,,
7100,2025_7100_Extra,Extra,2,21,74,47,7,1,NA,,Clavet_2025,12,54,98,2,,
1371,2024_1371_L001,L001,1,11,14,9,4,1,6933-14,6933-14_ACT,Hunter_2024,15,52,85,3,687.4,27.19
1624,2024_1624_L001,L001,1,24,23,17,3,4,6933-14,6933-14_ACT,Hunter_2024,15,50,79,3,283.3,26.29
1825,2024_1825_L001,L001,1,16,30,22,1,1,6933-14,6933-14_ACT,Hunter_2024,15,50,80,4,401.6,26.74
1929,2024_1929_L001,L001,1,29,33,24,4,4,6933-14,6933-14_ACT,Hunter_2024,15,50,86,3,844.4,26.76
1933,2024_1933_L001,L001,1,28,34,24,5,3,6933-14,6933-14_ACT,Hunter_2024,15,51,84,3,732.7,27.11
1978,2024_1978_L001,L001,1,18,35,22,6,3,6933-14,6933-14_ACT,Hunter_2024,15,51,80,1,212.9,25.18
1994,2024_1994_L001,L001,1,27,36,24,7,2,6933-14,6933-14_ACT,Hunter_2024,15,51,84,3,643.1,26.97
2013,2024_2013_L001,L001,1,8,36,20,7,3,6933-14,6933-14_ACT,Hunter_2024,15,50,84,2,624.1,27.39
2021,2024_2021_L001,L001,1,1,37,19,8,1,6933-14,6933-14_ACT,Hunter_2024,15,50,84,3,366.7,26.25
2045,2024_2045_L001,L001,1,25,37,23,8,5,6933-14,6933-14_ACT,Hunter_2024,15,50,82,3,476.3,26.49
2104,2024_2104_L001,L001,2,4,40,25,1,4,6933-14,6933-14_ACT,Hunter_2024,13,51,82,3,385.2,25.47
2110,2024_2110_L001,L001,2,10,40,26,1,5,6933-14,6933-14_ACT,Hunter_2024,13,51,85,2,644.6,27.1
2239,2024_2239_L001,L001,2,19,44,28,5,4,6933-14,6933-14_ACT,Hunter_2024,13,52,81,3,378.2,25.89
2346,2024_2346_L001,L001,2,6,48,26,9,1,6933-14,6933-14_ACT,Hunter_2024,13,51,85,3,660,26.9
2847,2024_2847_L001,L001,2,27,65,42,7,2,6933-14,6933-14_ACT,Hunter_2024,13,51,86,3,377.6,26.38
2891,2024_2891_L001,L001,2,11,67,39,9,1,6933-14,6933-14_ACT,Hunter_2024,13,49,84,3,498,25.47
2938,2024_2938_L001,L001,2,3,68,43,1,3,6933-14,6933-14_ACT,Hunter_2024,13,51,87,4,536.7,27.42
2965,2024_2965_L001,L001,2,25,69,47,2,5,6933-14,6933-14_ACT,Hunter_2024,13,51,91,3,839.2,26.95
3046,2024_3046_L001,L001,2,15,72,45,5,5,6933-14,6933-14_ACT,Hunter_2024,13,50,84,4,510.3,26.95
3085,2024_3085_L001,L001,2,25,73,47,6,5,6933-14,6933-14_ACT,Hunter_2024,12,51,84,3,492.6,26.46
3328,2024_3328_L001,L001,1,8,6,2,5,3,6933-14,6933-14_ACT,Clavet_2024,15,58,90,1,582.3,25.98
3356,2024_3356_L001,L001,1,25,7,5,6,5,6933-14,6933-14_ACT,Clavet_2024,15,57,91,2,757.8,25.84
3476,2024_3476_L001,L001,1,25,11,11,1,5,6933-14,6933-14_ACT,Clavet_2024,15,57,91,2,706.7,26.34
3603,2024_3603_L001,L001,1,18,15,10,5,3,6933-14,6933-14_ACT,Clavet_2024,15,56,91,1,716.1,26.39
3689,2024_3689_L001,L001,1,9,18,8,8,4,6933-14,6933-14_ACT,Clavet_2024,15,56,90,1,627,25.77
3714,2024_3714_L001,L001,1,27,19,12,9,2,6933-14,6933-14_ACT,Clavet_2024,15,56,89,1,657.4,25.45
4092,2024_4092_L001,L001,1,9,32,20,3,4,6933-14,6933-14_ACT,Clavet_2024,15,56,91,1,546.1,25.38
4180,2024_4180_L001,L001,1,20,35,22,6,5,6933-14,6933-14_ACT,Clavet_2024,15,58,90,1,591.6,25.25
4275,2024_4275_L001,L001,1,6,38,20,9,1,6933-14,6933-14_ACT,Clavet_2024,15,56,92,3,796.7,26.93
4279,2024_4279_L001,L001,1,2,38,19,9,2,6933-14,6933-14_ACT,Clavet_2024,15,56,89,2,502.2,25.95
4307,2024_4307_L001,L001,2,8,40,26,1,2,6933-14,6933-14_ACT,Clavet_2024,14,56,90,1,495.1,25.92
4328,2024_4328_L001,L001,2,28,40,30,1,3,6933-14,6933-14_ACT,Clavet_2024,14,56,88,2,481.8,25.3
4411,2024_4411_L001,L001,2,10,43,26,4,5,6933-14,6933-14_ACT,Clavet_2024,14,55,88,1,570.6,25.85
4543,2024_4543_L001,L001,2,4,48,25,9,3,6933-14,6933-14_ACT,Clavet_2024,14,56,91,3,481.5,26.87
4886,2024_4886_L001,L001,2,15,60,39,2,5,6933-14,6933-14_ACT,Clavet_2024,14,55,89,1,442.5,26.01
4924,2024_4924_L001,L001,2,24,61,41,3,4,6933-14,6933-14_ACT,Clavet_2024,14,57,90,1,651.1,25.76
4929,2024_4929_L001,L001,2,29,61,42,3,4,6933-14,6933-14_ACT,Clavet_2024,14,56,89,2,505,24.96
4943,2024_4943_L001,L001,2,18,62,40,4,3,6933-14,6933-14_ACT,Clavet_2024,14,54,89,1,559,25.61
5093,2024_5093_L001,L001,2,13,67,39,9,3,6933-14,6933-14_ACT,Clavet_2024,14,55,90,2,527.6,25.5
5120,2024_5120_L001,L001,2,21,68,47,1,1,6933-14,6933-14_ACT,Clavet_2024,14,55,90,1,545.3,25.21
7367,2025_7367_L001,L001,1,14,7,3,6,4,6933-14,6933-14_ACT,Hunter_2025,16,60,89,1,,
7373,2025_7373_L001,L001,1,8,7,2,6,3,6933-14,6933-14_ACT,Hunter_2025,16,57,89,2,,
7393,2025_7393_L001,L001,1,13,8,3,7,3,6933-14,6933-14_ACT,Hunter_2025,16,59,89,3,,
7588,2025_7588_L001,L001,1,28,14,12,4,3,6933-14,6933-14_ACT,Hunter_2025,16,59,100,3,,
7679,2025_7679_L001,L001,1,2,17,7,7,2,6933-14,6933-14_ACT,Hunter_2025,16,58,88,3,,
7792,2025_7792_L001,L001,1,9,22,14,2,4,6933-14,6933-14_ACT,Hunter_2025,17,58,96,2,,
7838,2025_7838_L001,L001,1,23,24,17,4,3,6933-14,6933-14_ACT,Hunter_2025,16,52,102,3,,
7937,2025_7937_L001,L001,1,17,27,16,7,2,6933-14,6933-14_ACT,Hunter_2025,16,54,96,3,,
8044,2025_8044_L001,L001,1,4,31,19,2,4,6933-14,6933-14_ACT,Hunter_2025,15,54,94,2,,
8096,2025_8096_L001,L001,1,5,32,19,3,5,6933-14,6933-14_ACT,Hunter_2025,16,53,96,2,,
8471,2025_8471_L001,L001,2,10,45,26,6,5,6933-14,6933-14_ACT,Hunter_2025,16,56,93,1,,
8486,2025_8486_L001,L001,2,6,46,26,7,1,6933-14,6933-14_ACT,Hunter_2025,16,56,93,1,,
8540,2025_8540_L001,L001,2,1,47,25,8,1,6933-14,6933-14_ACT,Hunter_2025,16,57,99,2,,
8614,2025_8614_L001,L001,2,14,50,33,2,4,6933-14,6933-14_ACT,Hunter_2025,16,57,92,2,,
8665,2025_8665_L001,L001,2,5,52,31,4,5,6933-14,6933-14_ACT,Hunter_2025,17,56,93,1,,
8767,2025_8767_L001,L001,2,14,55,33,7,4,6933-14,6933-14_ACT,Hunter_2025,16,57,91,1,,
8779,2025_8779_L001,L001,2,2,55,31,7,2,6933-14,6933-14_ACT,Hunter_2025,16,53,99,3,,
8989,2025_8989_L001,L001,2,29,63,42,5,4,6933-14,6933-14_ACT,Hunter_2025,16,59,94,3,,
9143,2025_9143_L001,L001,2,3,69,43,2,3,6933-14,6933-14_ACT,Hunter_2025,16,58,95,3,,
9348,2025_9348_L001,L001,2,28,75,48,8,3,6933-14,6933-14_ACT,Hunter_2025,15,57,91,3,,
5043,2025_5043_L001,L001,1,18,3,4,2,3,6933-14,6933-14_ACT,Clavet_2025,11,55,0,2,,
5284,2025_5284_L001,L001,1,17,11,10,1,2,6933-14,6933-14_ACT,Clavet_2025,10,58,0,3,,
6004,2025_6004_L001,L001,1,17,36,22,7,2,6933-14,6933-14_ACT,Clavet_2025,11,60,0,3,,
5359,2025_5359_L001,L001,1,2,13,7,3,2,6933-14,6933-14_ACT,Clavet_2025,11,58,0,2,,
5911,2025_5911_L001,L001,1,11,33,21,4,1,6933-14,6933-14_ACT,Clavet_2025,11,61,0,2,,
5917,2025_5917_L001,L001,1,17,33,22,4,2,6933-14,6933-14_ACT,Clavet_2025,11,62,0,2,,
5503,2025_5503_L001,L001,1,23,18,11,8,3,6933-14,6933-14_ACT,Clavet_2025,11,55,0,1,,
5885,2025_5885_L001,L001,1,16,32,22,3,1,6933-14,6933-14_ACT,Clavet_2025,11,59,0,3,,
6029,2025_6029_L001,L001,1,9,37,20,8,4,6933-14,6933-14_ACT,Clavet_2025,11,58,0,4,,
5646,2025_5646_L001,L001,1,15,24,15,4,5,6933-14,6933-14_ACT,Clavet_2025,10,61,0,2,,
6267,2025_6267_L001,L001,2,14,45,27,6,4,6933-14,6933-14_ACT,Clavet_2025,11,61,0,3,,
6568,2025_6568_L001,L001,2,13,55,33,7,3,6933-14,6933-14_ACT,Clavet_2025,11,60,0,4,,
6556,2025_6556_L001,L001,2,25,55,35,7,5,6933-14,6933-14_ACT,Clavet_2025,11,61,0,4,,
6263,2025_6263_L001,L001,2,18,45,28,6,3,6933-14,6933-14_ACT,Clavet_2025,10,59,0,3,,
6698,2025_6698_L001,L001,2,3,60,37,2,3,6933-14,6933-14_ACT,Clavet_2025,11,59,0,1,,
6924,2025_6924_L001,L001,2,17,68,46,1,2,6933-14,6933-14_ACT,Clavet_2025,11,60,0,2,,
6786,2025_6786_L001,L001,2,26,63,42,5,1,6933-14,6933-14_ACT,Clavet_2025,11,61,0,2,,
6931,2025_6931_L001,L001,2,10,68,44,1,5,6933-14,6933-14_ACT,Clavet_2025,11,61,0,2,,
7045,2025_7045_L001,L001,2,16,72,46,5,1,6933-14,6933-14_ACT,Clavet_2025,11,58,0,3,,
6601,2025_6601_L001,L001,2,21,56,35,8,1,6933-14,6933-14_ACT,Clavet_2025,10,59,0,2,,
1130,2024_1130_L002,L002,1,10,6,2,5,5,6935-3,6935-3_ACT,Hunter_2024,14,49,84,3,838.1,24.73
1139,2024_1139_L002,L002,1,19,6,4,5,4,6935-3,6935-3_ACT,Hunter_2024,14,47,78,3,449.9,24.68
1272,2024_1272_L002,L002,1,29,11,12,1,4,6935-3,6935-3_ACT,Hunter_2024,15,47,84,4,864.8,25.44
1331,2024_1331_L002,L002,1,30,13,12,3,5,6935-3,6935-3_ACT,Hunter_2024,14,47,84,3,831.6,24.91
1500,2024_1500_L002,L002,1,20,18,10,8,5,6935-3,6935-3_ACT,Hunter_2024,15,46,84,4,979.2,25.43
1515,2024_1515_L002,L002,1,26,19,12,9,1,6935-3,6935-3_ACT,Hunter_2024,15,46,81,4,709.3,24.58
1534,2024_1534_L002,L002,1,7,19,8,9,2,6935-3,6935-3_ACT,Hunter_2024,15,47,79,4,512.8,24.38
1750,2024_1750_L002,L002,1,30,27,18,7,5,6935-3,6935-3_ACT,Hunter_2024,15,48,84,4,833.3,25.19
1779,2024_1779_L002,L002,1,2,28,13,8,2,6935-3,6935-3_ACT,Hunter_2024,15,47,78,3,342.2,24.69
1962,2024_1962_L002,L002,1,2,35,19,6,2,6935-3,6935-3_ACT,Hunter_2024,15,49,80,3,416.7,24.4
2302,2024_2302_L002,L002,2,22,46,29,7,2,6935-3,6935-3_ACT,Hunter_2024,13,46,79,3,455.5,24.79
2319,2024_2319_L002,L002,2,22,47,29,8,2,6935-3,6935-3_ACT,Hunter_2024,13,45,80,4,453.1,23.84
2380,2024_2380_L002,L002,2,21,49,35,1,1,6935-3,6935-3_ACT,Hunter_2024,13,45,79,4,692.5,24.16
2430,2024_2430_L002,L002,2,30,50,36,2,5,6935-3,6935-3_ACT,Hunter_2024,13,49,88,3,1028,26.15
2547,2024_2547_L002,L002,2,27,54,36,6,2,6935-3,6935-3_ACT,Hunter_2024,13,46,85,4,1227.9,25.54
2641,2024_2641_L002,L002,2,1,59,37,1,1,6935-3,6935-3_ACT,Hunter_2024,11,50,82,1,399.7,25.58
2707,2024_2707_L002,L002,2,7,61,38,3,2,6935-3,6935-3_ACT,Hunter_2024,13,47,75,3,221.7,24.45
2817,2024_2817_L002,L002,2,4,64,37,6,4,6935-3,6935-3_ACT,Hunter_2024,12,49,80,3,408.7,24.86
2837,2024_2837_L002,L002,2,17,65,40,7,2,6935-3,6935-3_ACT,Hunter_2024,13,46,79,3,425.3,23.98
3103,2024_3103_L002,L002,2,18,74,46,7,3,6935-3,6935-3_ACT,Hunter_2024,13,46,80,4,517.7,24.25
3258,2024_3258_L002,L002,1,3,3,1,2,3,6935-3,6935-3_ACT,Clavet_2024,15,53,90,3,602.9,24.62
3487,2024_3487_L002,L002,1,14,11,9,1,4,6935-3,6935-3_ACT,Clavet_2024,15,54,85,3,744.9,24.49
3593,2024_3593_L002,L002,1,28,15,12,5,3,6935-3,6935-3_ACT,Clavet_2024,15,53,88,3,819.9,23.67
3610,2024_3610_L002,L002,1,11,15,9,5,1,6935-3,6935-3_ACT,Clavet_2024,15,53,87,2,743.9,24.13
3712,2024_3712_L002,L002,1,29,19,12,9,4,6935-3,6935-3_ACT,Clavet_2024,15,53,88,3,836.7,24.23
3759,2024_3759_L002,L002,1,19,21,16,1,4,6935-3,6935-3_ACT,Clavet_2024,15,53,88,3,820.8,24.11
3783,2024_3783_L002,L002,1,18,22,16,2,3,6935-3,6935-3_ACT,Clavet_2024,15,53,85,3,797.2,23.45
3825,2024_3825_L002,L002,1,25,23,17,3,5,6935-3,6935-3_ACT,Clavet_2024,15,54,90,3,834.9,24.69
3902,2024_3902_L002,L002,1,19,26,16,6,4,6935-3,6935-3_ACT,Clavet_2024,15,52,85,4,783.6,23.74
4205,2024_4205_L002,L002,1,16,36,22,7,1,6935-3,6935-3_ACT,Clavet_2024,15,53,88,3,754.4,23.9
4326,2024_4326_L002,L002,2,26,40,30,1,1,6935-3,6935-3_ACT,Clavet_2024,14,52,88,3,564.8,24.26
4391,2024_4391_L002,L002,2,30,43,30,4,5,6935-3,6935-3_ACT,Clavet_2024,14,52,84,2,823.7,23.85
4418,2024_4418_L002,L002,2,3,43,25,4,3,6935-3,6935-3_ACT,Clavet_2024,14,53,84,4,736.4,24.35
4529,2024_4529_L002,L002,2,12,47,27,8,2,6935-3,6935-3_ACT,Clavet_2024,14,52,87,3,787.2,24.18
4587,2024_4587_L002,L002,2,14,49,33,1,4,6935-3,6935-3_ACT,Clavet_2024,14,53,86,3,770.4,24.12
4592,2024_4592_L002,L002,2,9,49,32,1,4,6935-3,6935-3_ACT,Clavet_2024,14,53,85,4,671.1,24.1
4773,2024_4773_L002,L002,2,8,55,32,7,3,6935-3,6935-3_ACT,Clavet_2024,14,52,83,3,766.5,24.11
4829,2024_4829_L002,L002,2,12,57,33,9,2,6935-3,6935-3_ACT,Clavet_2024,14,52,85,3,670.4,24.32
5092,2024_5092_L002,L002,2,12,67,39,9,2,6935-3,6935-3_ACT,Clavet_2024,14,53,88,3,686.6,24.98
5205,2024_5205_L002,L002,2,5,71,43,4,5,6935-3,6935-3_ACT,Clavet_2024,14,52,89,4,801.7,24.91
7477,2025_7477_L002,L002,1,24,11,11,1,4,6935-3,6935-3_ACT,Hunter_2025,16,55,89,4,,
7514,2025_7514_L002,L002,1,14,12,9,2,4,6935-3,6935-3_ACT,Hunter_2025,16,56,88,3,,
7536,2025_7536_L002,L002,1,25,13,11,3,5,6935-3,6935-3_ACT,Hunter_2025,17,56,90,4,,
7659,2025_7659_L002,L002,1,22,17,11,7,2,6935-3,6935-3_ACT,Hunter_2025,16,56,89,4,,
7870,2025_7870_L002,L002,1,10,25,14,5,5,6935-3,6935-3_ACT,Hunter_2025,16,55,95,3,,
7995,2025_7995_L002,L002,1,15,29,15,9,5,6935-3,6935-3_ACT,Hunter_2025,16,56,94,4,,
8073,2025_8073_L002,L002,1,28,32,24,3,3,6935-3,6935-3_ACT,Hunter_2025,16,56,97,3,,
8179,2025_8179_L002,L002,1,19,35,22,6,4,6935-3,6935-3_ACT,Hunter_2025,16,53,91,3,,
8242,2025_8242_L002,L002,1,22,37,23,8,2,6935-3,6935-3_ACT,Hunter_2025,16,53,98,3,,
8279,2025_8279_L002,L002,1,2,38,19,9,2,6935-3,6935-3_ACT,Hunter_2025,16,54,92,3,,
8742,2025_8742_L002,L002,2,22,54,35,6,2,6935-3,6935-3_ACT,Hunter_2025,16,54,90,4,,
8851,2025_8851_L002,L002,2,11,59,39,1,1,6935-3,6935-3_ACT,Hunter_2025,16,55,94,3,,
8878,2025_8878_L002,L002,2,23,60,41,2,3,6935-3,6935-3_ACT,Hunter_2025,16,56,91,4,,
8975,2025_8975_L002,L002,2,15,63,39,5,5,6935-3,6935-3_ACT,Hunter_2025,16,54,93,4,,
9231,2025_9231_L002,L002,2,30,72,48,5,5,6935-3,6935-3_ACT,Hunter_2025,17,54,90,3,,
9266,2025_9266_L002,L002,2,6,73,44,6,1,6935-3,6935-3_ACT,Hunter_2025,16,55,89,4,,
9294,2025_9294_L002,L002,2,27,74,48,7,2,6935-3,6935-3_ACT,Hunter_2025,16,55,91,4,,
9300,2025_9300_L002,L002,2,21,74,47,7,1,6935-3,6935-3_ACT,Hunter_2025,16,55,89,5,,
9347,2025_9347_L002,L002,2,27,75,48,8,2,6935-3,6935-3_ACT,Hunter_2025,16,54,91,2,,
9353,2025_9353_L002,L002,2,28,76,48,9,3,6935-3,6935-3_ACT,Hunter_2025,16,55,91,3,,
5148,2025_5148_L002,L002,1,28,6,6,5,3,6935-3,6935-3_ACT,Clavet_2025,11,55,0,3,,
5509,2025_5509_L002,L002,1,29,18,12,8,4,6935-3,6935-3_ACT,Clavet_2025,10,55,0,2,,
5510,2025_5510_L002,L002,1,30,18,12,8,5,6935-3,6935-3_ACT,Clavet_2025,11,55,0,3,,
5390,2025_5390_L002,L002,1,30,14,12,4,5,6935-3,6935-3_ACT,Clavet_2025,11,54,0,3,,
6043,2025_6043_L002,L002,1,23,37,23,8,3,6935-3,6935-3_ACT,Clavet_2025,11,56,0,3,,
6059,2025_6059_L002,L002,1,22,38,23,9,2,6935-3,6935-3_ACT,Clavet_2025,11,56,0,3,,
5425,2025_5425_L002,L002,1,5,16,7,6,5,6935-3,6935-3_ACT,Clavet_2025,11,54,0,4,,
5428,2025_5428_L002,L002,1,8,16,8,6,3,6935-3,6935-3_ACT,Clavet_2025,11,54,0,4,,
5065,2025_5065_L002,L002,1,5,4,1,3,5,6935-3,6935-3_ACT,Clavet_2025,11,55,0,3,,
5560,2025_5560_L002,L002,1,20,21,16,1,5,6935-3,6935-3_ACT,Clavet_2025,11,55,0,3,,
6661,2025_6661_L002,L002,2,21,59,41,1,1,6935-3,6935-3_ACT,Clavet_2025,11,55,0,2,,
6634,2025_6634_L002,L002,2,7,57,32,9,2,6935-3,6935-3_ACT,Clavet_2025,11,55,0,3,,
7111,2025_7111_L002,L002,2,10,74,44,7,5,6935-3,6935-3_ACT,Clavet_2025,11,55,0,4,,
6604,2025_6604_L002,L002,2,24,56,35,8,4,6935-3,6935-3_ACT,Clavet_2025,10,55,0,4,,
6274,2025_6274_L002,L002,2,7,45,26,6,2,6935-3,6935-3_ACT,Clavet_2025,10,56,0,3,,
6704,2025_6704_L002,L002,2,4,61,37,3,4,6935-3,6935-3_ACT,Clavet_2025,11,56,0,2,,
6980,2025_6980_L002,L002,2,21,70,47,3,1,6935-3,6935-3_ACT,Clavet_2025,11,55,0,3,,
7159,2025_7159_L002,L002,2,22,76,47,9,2,6935-3,6935-3_ACT,Clavet_2025,12,55,0,3,,
6977,2025_6977_L002,L002,2,24,70,47,3,4,6935-3,6935-3_ACT,Clavet_2025,11,55,0,3,,
6847,2025_6847_L002,L002,2,27,65,42,7,2,6935-3,6935-3_ACT,Clavet_2025,11,55,0,4,,
1009,2024_1009_L003,L003,1,9,2,2,1,4,6991-1,6991-1_ACT,Hunter_2024,15,47,85,2,954.2,26.86
1289,2024_1289_L003,L003,1,12,11,9,1,2,6991-1,6991-1_ACT,Hunter_2024,13,45,86,3,1113.7,25.68
1363,2024_1363_L003,L003,1,3,14,7,4,3,6991-1,6991-1_ACT,Hunter_2024,15,46,80,2,626.7,25.36
1376,2024_1376_L003,L003,1,16,14,10,4,1,6991-1,6991-1_ACT,Hunter_2024,13,46,84,3,928.7,26.1
1412,2024_1412_L003,L003,1,9,15,8,5,4,6991-1,6991-1_ACT,Hunter_2024,15,44,85,4,1037.2,26.28
1422,2024_1422_L003,L003,1,2,16,7,6,2,6991-1,6991-1_ACT,Hunter_2024,15,44,84,2,727.8,24.84
1522,2024_1522_L003,L003,1,19,19,10,9,4,6991-1,6991-1_ACT,Hunter_2024,15,44,84,3,966.5,25.56
1593,2024_1593_L003,L003,1,8,22,14,2,3,6991-1,6991-1_ACT,Hunter_2024,15,44,80,3,792.1,26.05
1915,2024_1915_L003,L003,1,15,33,21,4,5,6991-1,6991-1_ACT,Hunter_2024,15,45,84,3,840.1,25.83
2007,2024_2007_L003,L003,1,14,36,21,7,4,6991-1,6991-1_ACT,Hunter_2024,15,44,84,3,1024.8,26.63
2196,2024_2196_L003,L003,2,25,43,29,4,5,6991-1,6991-1_ACT,Hunter_2024,13,43,81,2,780.6,25.73
