plot,Unique ID,Lentil,Rep,Col,Row,Block,BlockRow,BlockCol,Name,Name_SNPset,ENV,DTE,DTF,DTM,lodging,yield,PRT
1569,2024_1569_CL2,CL2,1,29,21,18,1,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,14,47,88,4,413.8,26.57
1614,2024_1614_CL2,CL2,1,14,23,15,3,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,46,87,4,402.7,26.39
1621,2024_1621_CL2,CL2,1,21,23,17,3,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,46,78,4,210.2,27
1668,2024_1668_CL2,CL2,1,8,25,14,5,3,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,84,4,308.8,26.33
1703,2024_1703_CL2,CL2,1,18,26,16,6,3,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,48,86,4,276.4,25.96
1785,2024_1785_CL2,CL2,1,5,29,13,9,5,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,86,4,294.5,26.1
1829,2024_1829_CL2,CL2,1,12,30,21,1,2,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,79,4,216.7,25.55
1846,2024_1846_CL2,CL2,1,6,31,20,2,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,85,4,482.8,25.47
1958,2024_1958_CL2,CL2,1,3,34,19,5,3,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,83,4,273.1,25.62
1999,2024_1999_CL2,CL2,1,22,36,23,7,2,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,84,4,413,25.6
2051,2024_2051_CL2,CL2,1,30,38,24,9,5,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,92,3,554.3,26.56
2062,2024_2062_CL2,CL2,1,19,38,22,9,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,15,47,80,4,161.8,25.03
2142,2024_2142_CL2,CL2,2,19,41,28,2,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,46,79,3,136.9,25.68
2150,2024_2150_CL2,CL2,2,11,41,27,2,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,50,87,3,409.2,26.2
2229,2024_2229_CL2,CL2,2,9,44,26,5,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,48,79,4,289.8,26.3
2241,2024_2241_CL2,CL2,2,21,44,29,5,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,46,81,3,243.9,25.49
2249,2024_2249_CL2,CL2,2,29,44,30,5,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,49,93,3,387.3,27.1
2340,2024_2340_CL2,CL2,2,1,47,25,8,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,49,86,3,469.2,26.4
2393,2024_2393_CL2,CL2,2,8,49,32,1,3,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,46,81,3,221.7,25.77
2448,2024_2448_CL2,CL2,2,13,51,33,3,3,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,49,81,4,196.6,25.41
2461,2024_2461_CL2,CL2,2,1,52,31,4,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,49,84,3,276.8,26.29
2480,2024_2480_CL2,CL2,2,20,52,34,4,5,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,47,81,4,351.2,26.39
2498,2024_2498_CL2,CL2,2,23,53,35,5,3,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,46,81,4,273.2,27.15
2612,2024_2612_CL2,CL2,2,29,57,36,9,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,48,90,3,563.1,26.64
2713,2024_2713_CL2,CL2,2,13,61,39,3,3,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,48,90,3,268.7,26.21
2725,2024_2725_CL2,CL2,2,25,61,41,3,5,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,47,87,3,432.7,26.71
2726,2024_2726_CL2,CL2,2,26,61,42,3,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,47,84,4,240.1,26.26
2759,2024_2759_CL2,CL2,2,2,62,37,4,2,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,46,87,3,398.2,26.39
2769,2024_2769_CL2,CL2,2,9,63,38,5,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,12,48,87,3,404.4,25.77
2836,2024_2836_CL2,CL2,2,16,65,40,7,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,46,78,4,153.2,24.3
2947,2024_2947_CL2,CL2,2,7,69,44,2,2,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,46,86,4,343.1,25.4
2999,2024_2999_CL2,CL2,2,2,70,43,3,2,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,48,84,4,262.7,25.52
3011,2024_3011_CL2,CL2,2,11,71,45,4,1,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,48,85,4,262.3,26.04
3084,2024_3084_CL2,CL2,2,24,73,47,6,4,CDC Grimm,IBC_1199_ACT,Hunter_2024,12,48,89,4,439.2,27
3093,2024_3093_CL2,CL2,2,28,74,48,7,3,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,46,78,4,116.8,25.34
3101,2024_3101_CL2,CL2,2,20,74,46,7,5,CDC Grimm,IBC_1199_ACT,Hunter_2024,13,46,89,4,401.2,26.34
3347,2024_3347_CL2,CL2,1,27,6,6,5,2,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,55,91,4,588.9,24.55
3379,2024_3379_CL2,CL2,1,2,7,1,6,2,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,89,4,339.2,24.16
3388,2024_3388_CL2,CL2,1,8,8,2,7,3,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,56,88,5,245.6,26.01
3419,2024_3419_CL2,CL2,1,22,9,5,8,2,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,56,90,4,508.3,24.57
3430,2024_3430_CL2,CL2,1,11,9,3,8,1,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,55,89,4,394.2,24.95
3458,2024_3458_CL2,CL2,1,18,10,4,9,3,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,55,90,5,367.2,25.35
3489,2024_3489_CL2,CL2,1,12,11,9,1,2,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,55,90,5,385.9,24.28
3492,2024_3492_CL2,CL2,1,9,11,8,1,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,90,5,404.8,25.55
3528,2024_3528_CL2,CL2,1,28,12,12,2,3,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,89,5,463,25.34
3545,2024_3545_CL2,CL2,1,16,13,10,3,1,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,55,88,5,428.5,25.58
3598,2024_3598_CL2,CL2,1,23,15,11,5,3,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,55,91,4,515,25.27
3676,2024_3676_CL2,CL2,1,5,17,7,7,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,90,5,367.5,25.28
3788,2024_3788_CL2,CL2,1,13,22,15,2,3,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,90,3,687.8,24.47
3857,2024_3857_CL2,CL2,1,4,24,13,4,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,91,5,308.4,25.09
3965,2024_3965_CL2,CL2,1,16,28,16,8,1,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,91,4,352.2,25.65
3971,2024_3971_CL2,CL2,1,10,28,14,8,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,88,4,263.6,24.2
4004,2024_4004_CL2,CL2,1,24,29,17,9,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,56,94,5,436,25.96
4010,2024_4010_CL2,CL2,1,30,29,18,9,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,56,90,4,328.4,24.59
4064,2024_4064_CL2,CL2,1,24,31,23,2,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,90,5,428.5,25.5
4112,2024_4112_CL2,CL2,1,12,33,21,4,2,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,55,91,4,532.8,25.09
4157,2024_4157_CL2,CL2,1,4,34,19,5,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,91,5,353,26.53
4166,2024_4166_CL2,CL2,1,6,35,20,6,1,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,56,92,4,537.5,25.57
4190,2024_4190_CL2,CL2,1,30,35,24,6,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,56,90,4,435.1,25.66
4239,2024_4239_CL2,CL2,1,19,37,22,8,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,15,54,90,4,445.3,25.14
4306,2024_4306_CL2,CL2,2,7,40,26,1,1,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,54,91,3,390.4,24.72
4325,2024_4325_CL2,CL2,2,25,40,29,1,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,88,4,247.2,24.44
4374,2024_4374_CL2,CL2,2,14,42,27,3,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,88,4,341.3,25.42
4379,2024_4379_CL2,CL2,2,19,42,28,3,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,88,4,290.6,26.47
4389,2024_4389_CL2,CL2,2,29,42,30,3,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,54,90,3,371.3,25.27
4425,2024_4425_CL2,CL2,2,5,44,25,5,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,90,4,412.5,25.68
4608,2024_4608_CL2,CL2,2,8,50,32,2,3,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,87,4,404.3,25.17
4612,2024_4612_CL2,CL2,2,12,50,33,2,2,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,88,4,363.5,25.24
4620,2024_4620_CL2,CL2,2,20,50,34,2,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,86,3,351.9,24.69
4693,2024_4693_CL2,CL2,2,28,53,36,5,3,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,88,4,555,25.43
4720,2024_4720_CL2,CL2,2,1,53,31,5,1,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,86,4,369.1,25.99
4805,2024_4805_CL2,CL2,2,25,56,35,8,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,54,89,4,397.4,25.43
4938,2024_4938_CL2,CL2,2,23,62,41,4,3,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,54,91,4,399,25.29
4959,2024_4959_CL2,CL2,2,2,62,37,4,2,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,89,4,279.5,25.47
5012,2024_5012_CL2,CL2,2,9,64,38,6,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,90,4,399.4,25.64
5032,2024_5032_CL2,CL2,2,12,65,39,7,2,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,54,90,4,369.2,25.08
5052,2024_5052_CL2,CL2,2,29,66,42,8,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,90,4,288.1,25.5
5063,2024_5063_CL2,CL2,2,18,66,40,8,3,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,54,90,4,335.9,25.01
5165,2024_5165_CL2,CL2,2,25,69,47,2,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,90,4,557.4,24.84
5196,2024_5196_CL2,CL2,2,5,70,43,3,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,89,4,344.4,25.31
5270,2024_5270_CL2,CL2,2,10,73,44,6,5,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,54,89,4,342.8,25.08
5292,2024_5292_CL2,CL2,2,29,74,48,7,4,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,54,88,4,383.7,25.48
5365,2024_5365_CL2,CL2,2,16,76,46,9,1,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,88,4,294.6,25.08
5368,2024_5368_CL2,CL2,2,13,76,45,9,3,CDC Grimm,IBC_1199_ACT,Clavet_2024,14,53,87,4,319.2,25.62
7294,2025_7294_CL2,CL2,1,27,5,6,4,2,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,55,99,3,,
7366,2025_7366_CL2,CL2,1,15,7,3,6,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,17,56,98,2,,
7400,2025_7400_CL2,CL2,1,20,8,4,7,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,57,96,4,,
7416,2025_7416_CL2,CL2,1,25,9,5,8,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,55,101,4,,
7435,2025_7435_CL2,CL2,1,6,9,2,8,1,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,57,89,2,,
7440,2025_7440_CL2,CL2,1,1,9,1,8,1,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,57,89,3,,
7525,2025_7525_CL2,CL2,1,25,12,11,2,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,56,99,3,,
7580,2025_7580_CL2,CL2,1,20,14,10,4,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,56,94,4,,
7620,2025_7620_CL2,CL2,1,1,15,7,5,1,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,58,90,3,,
7631,2025_7631_CL2,CL2,1,11,16,9,6,1,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,57,90,2,,
7689,2025_7689_CL2,CL2,1,9,18,8,8,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,56,98,4,,
7709,2025_7709_CL2,CL2,1,29,18,12,8,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,55,97,4,,
7783,2025_7783_CL2,CL2,1,18,22,16,2,3,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,53,101,2,,
7807,2025_7807_CL2,CL2,1,7,23,14,3,2,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,52,92,2,,
7831,2025_7831_CL2,CL2,1,30,24,18,4,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,55,99,3,,
7839,2025_7839_CL2,CL2,1,22,24,17,4,2,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,54,101,3,,
7967,2025_7967_CL2,CL2,1,14,28,15,8,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,53,101,3,,
7976,2025_7976_CL2,CL2,1,5,28,13,8,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,53,95,3,,
8037,2025_8037_CL2,CL2,1,4,30,19,1,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,56,100,3,,
8059,2025_8059_CL2,CL2,1,19,31,22,2,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,52,99,4,,
8067,2025_8067_CL2,CL2,1,27,31,24,2,2,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,54,101,3,,
8152,2025_8152_CL2,CL2,1,9,34,20,5,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,53,94,3,,
8182,2025_8182_CL2,CL2,1,22,35,23,6,2,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,57,94,2,,
8210,2025_8210_CL2,CL2,1,11,36,21,7,1,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,52,92,2,,
8316,2025_8316_CL2,CL2,2,16,40,28,1,1,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,55,96,3,,
8321,2025_8321_CL2,CL2,2,21,40,29,1,1,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,55,95,4,,
8330,2025_8330_CL2,CL2,2,30,40,30,1,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,55,97,3,,
8479,2025_8479_CL2,CL2,2,2,45,25,6,2,CDC Grimm,IBC_1199_ACT,Hunter_2025,17,54,97,3,,
8489,2025_8489_CL2,CL2,2,9,46,26,7,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,53,93,3,,
8553,2025_8553_CL2,CL2,2,13,48,27,9,3,CDC Grimm,IBC_1199_ACT,Hunter_2025,15,53,98,3,,
8593,2025_8593_CL2,CL2,2,8,49,32,1,3,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,54,93,2,,
8600,2025_8600_CL2,CL2,2,1,49,31,1,1,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,56,98,3,,
8641,2025_8641_CL2,CL2,2,20,51,34,3,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,54,95,4,,
8707,2025_8707_CL2,CL2,2,14,53,33,5,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,53,94,1,,
8748,2025_8748_CL2,CL2,2,28,54,36,6,3,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,55,92,3,,
8757,2025_8757_CL2,CL2,2,24,55,35,7,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,53,92,3,,
8893,2025_8893_CL2,CL2,2,8,60,38,2,3,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,56,91,2,,
8914,2025_8914_CL2,CL2,2,14,61,39,3,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,54,90,3,,
8987,2025_8987_CL2,CL2,2,27,63,42,5,2,CDC Grimm,IBC_1199_ACT,Hunter_2025,17,54,96,4,,
9039,2025_9039_CL2,CL2,2,19,65,40,7,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,54,93,4,,
9042,2025_9042_CL2,CL2,2,22,65,41,7,2,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,54,90,2,,
9085,2025_9085_CL2,CL2,2,5,67,37,9,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,54,94,4,,
9147,2025_9147_CL2,CL2,2,7,69,44,2,2,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,55,91,3,,
9171,2025_9171_CL2,CL2,2,30,70,48,3,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,54,92,2,,
9190,2025_9190_CL2,CL2,2,11,70,45,3,1,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,54,99,3,,
9279,2025_9279_CL2,CL2,2,19,73,46,6,4,CDC Grimm,IBC_1199_ACT,Hunter_2025,17,55,92,3,,
9285,2025_9285_CL2,CL2,2,25,73,47,6,5,CDC Grimm,IBC_1199_ACT,Hunter_2025,17,55,91,3,,
9380,2025_9380_CL2,CL2,2,1,76,43,9,1,CDC Grimm,IBC_1199_ACT,Hunter_2025,16,55,92,4,,
5100,2025_5100_CL2,CL2,1,21,5,5,4,1,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,56,0,4,,
5117,2025_5117_CL2,CL2,1,4,5,1,4,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,56,0,2,,
5127,2025_5127_CL2,CL2,1,7,6,2,5,2,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,56,0,2,,
5137,2025_5137_CL2,CL2,1,17,6,4,5,2,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,54,0,2,,
5208,2025_5208_CL2,CL2,1,28,8,6,7,3,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,57,0,2,,
5252,2025_5252_CL2,CL2,1,12,10,3,9,2,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,55,0,3,,
5271,2025_5271_CL2,CL2,1,30,11,12,1,5,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,57,0,3,,
5345,2025_5345_CL2,CL2,1,16,13,10,3,1,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,54,0,3,,
5384,2025_5384_CL2,CL2,1,24,14,11,4,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,55,0,3,,
5468,2025_5468_CL2,CL2,1,13,17,9,7,3,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,56,0,2,,
5475,2025_5475_CL2,CL2,1,6,17,8,7,1,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,56,0,4,,
5477,2025_5477_CL2,CL2,1,4,17,7,7,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,54,0,3,,
5605,2025_5605_CL2,CL2,1,5,23,13,3,5,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,55,0,4,,
5625,2025_5625_CL2,CL2,1,25,23,17,3,5,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,56,0,2,,
5630,2025_5630_CL2,CL2,1,30,23,18,3,5,CDC Grimm,IBC_1199_ACT,Clavet_2025,12,59,0,3,,
5673,2025_5673_CL2,CL2,1,13,25,15,5,3,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,56,0,3,,
5729,2025_5729_CL2,CL2,1,9,27,14,7,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,54,0,4,,
5796,2025_5796_CL2,CL2,1,16,29,16,9,1,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,57,0,3,,
5852,2025_5852_CL2,CL2,1,12,31,21,2,2,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,57,0,2,,
5864,2025_5864_CL2,CL2,1,24,31,23,2,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,56,0,2,,
5945,2025_5945_CL2,CL2,1,16,34,22,5,1,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,58,0,3,,
5959,2025_5959_CL2,CL2,1,2,34,19,5,2,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,58,0,4,,
5989,2025_5989_CL2,CL2,1,29,35,24,6,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,61,0,5,,
6028,2025_6028_CL2,CL2,1,8,37,20,8,3,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,57,0,3,,
6124,2025_6124_CL2,CL2,2,24,40,29,1,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,57,0,3,,
6128,2025_6128_CL2,CL2,2,28,40,30,1,3,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,56,0,5,,
6149,2025_6149_CL2,CL2,2,12,41,27,2,2,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,58,99,2,,
6166,2025_6166_CL2,CL2,2,6,42,26,3,1,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,57,0,3,,
6203,2025_6203_CL2,CL2,2,18,43,28,4,3,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,59,0,3,,
6216,2025_6216_CL2,CL2,2,5,43,25,4,5,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,57,0,4,,
6487,2025_6487_CL2,CL2,2,27,52,36,4,2,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,56,0,4,,
6520,2025_6520_CL2,CL2,2,1,53,31,5,1,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,55,0,5,,
6558,2025_6558_CL2,CL2,2,23,55,35,7,3,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,56,0,5,,
6563,2025_6563_CL2,CL2,2,18,55,34,7,3,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,58,0,3,,
6567,2025_6567_CL2,CL2,2,14,55,33,7,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,58,0,3,,
6633,2025_6633_CL2,CL2,2,8,57,32,9,3,CDC Grimm,IBC_1199_ACT,Clavet_2025,10,59,0,2,,
6667,2025_6667_CL2,CL2,2,27,59,42,1,2,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,58,0,3,,
6676,2025_6676_CL2,CL2,2,25,60,41,2,5,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,56,0,3,,
6825,2025_6825_CL2,CL2,2,5,65,37,7,5,CDC Grimm,IBC_1199_ACT,Clavet_2025,13,57,0,2,,
6834,2025_6834_CL2,CL2,2,14,65,39,7,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,56,0,3,,
6836,2025_6836_CL2,CL2,2,16,65,40,7,1,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,56,0,2,,
6887,2025_6887_CL2,CL2,2,7,67,38,9,2,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,60,98,1,,
6917,2025_6917_CL2,CL2,2,24,68,47,1,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,55,0,2,,
6922,2025_6922_CL2,CL2,2,19,68,46,1,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,12,55,0,1,,
6996,2025_6996_CL2,CL2,2,5,70,43,3,5,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,57,0,3,,
7008,2025_7008_CL2,CL2,2,8,71,44,4,3,CDC Grimm,IBC_1199_ACT,Clavet_2025,12,56,98,2,,
7074,2025_7074_CL2,CL2,2,14,73,45,6,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,12,55,0,4,,
7089,2025_7089_CL2,CL2,2,29,73,48,6,4,CDC Grimm,IBC_1199_ACT,Clavet_2025,11,55,0,3,,
1022,2024_1022_CL3,CL3,1,22,2,5,1,2,CDC SB-4,IBC_929_ACT,Hunter_2024,15,50,84,3,883.2,25.66
1072,2024_1072_CL3,CL3,1,12,4,3,3,2,CDC SB-4,IBC_929_ACT,Hunter_2024,14,49,85,4,767.7,26.4
1117,2024_1117_CL3,CL3,1,4,5,1,4,4,CDC SB-4,IBC_929_ACT,Hunter_2024,15,49,79,4,525.3,25.36
1150,2024_1150_CL3,CL3,1,30,6,6,5,5,CDC SB-4,IBC_929_ACT,Hunter_2024,15,50,79,3,511.3,25.77
1235,2024_1235_CL3,CL3,1,6,9,2,8,1,CDC SB-4,IBC_929_ACT,Hunter_2024,13,49,80,3,757.1,25.14
1256,2024_1256_CL3,CL3,1,16,10,4,9,1,CDC SB-4,IBC_929_ACT,Hunter_2024,15,47,84,3,634.2,26.09
1355,2024_1355_CL3,CL3,1,6,13,8,3,1,CDC SB-4,IBC_929_ACT,Hunter_2024,15,50,79,4,649,25.08
1395,2024_1395_CL3,CL3,1,26,15,12,5,1,CDC SB-4,IBC_929_ACT,Hunter_2024,15,49,79,4,514.6,25.2
1439,2024_1439_CL3,CL3,1,19,16,10,6,4,CDC SB-4,IBC_929_ACT,Hunter_2024,15,49,82,4,697,25.59
1445,2024_1445_CL3,CL3,1,25,16,11,6,5,CDC SB-4,IBC_929_ACT,Hunter_2024,15,47,80,4,593.2,25.78
1482,2024_1482_CL3,CL3,1,2,18,7,8,2,CDC SB-4,IBC_929_ACT,Hunter_2024,15,49,80,2,591.6,25.13
1528,2024_1528_CL3,CL3,1,13,19,9,9,3,CDC SB-4,IBC_929_ACT,Hunter_2024,15,50,84,3,569.5,26.06
1565,2024_1565_CL3,CL3,1,25,21,17,1,5,CDC SB-4,IBC_929_ACT,Hunter_2024,15,48,79,4,310.3,25.63
1658,2024_1658_CL3,CL3,1,3,24,13,4,3,CDC SB-4,IBC_929_ACT,Hunter_2024,15,48,80,3,566.1,25.94
1738,2024_1738_CL3,CL3,1,18,27,16,7,3,CDC SB-4,IBC_929_ACT,Hunter_2024,15,49,83,4,680.6,26.62
1753,2024_1753_CL3,CL3,1,28,28,18,8,3,CDC SB-4,IBC_929_ACT,Hunter_2024,15,47,80,4,622.3,25.35
1767,2024_1767_CL3,CL3,1,14,28,15,8,4,CDC SB-4,IBC_929_ACT,Hunter_2024,15,47,84,4,643.5,25.62
1790,2024_1790_CL3,CL3,1,10,29,14,9,5,CDC SB-4,IBC_929_ACT,Hunter_2024,15,50,83,3,504.4,26.51
1897,2024_1897_CL3,CL3,1,4,32,19,3,4,CDC SB-4,IBC_929_ACT,Hunter_2024,15,45,80,3,724.2,25.82
1924,2024_1924_CL3,CL3,1,24,33,23,4,4,CDC SB-4,IBC_929_ACT,Hunter_2024,15,49,83,3,652.2,25.46
1953,2024_1953_CL3,CL3,1,8,34,20,5,3,CDC SB-4,IBC_929_ACT,Hunter_2024,15,50,82,3,645.2,25.87
